id,brid,brdate,itemid,itembarcode,itemname,quantity,supplierid,prixachatht,prixdeventeht,prixachat,prixvente,tauxtva,remise,montant,totaltva,lot
1270,4,2024-01-06,8,3610340652745,U.D SHP AVOCAT -KARITÉ 400ML,3.0,1,10.875,12.267,12.941,14.6,19.0,9.0,38.824,6.199,
1271,4,2024-01-06,461,3600542418799,U.D SHP ENFANT ABRICOT & COTON 400ML,3.0,1,10.755,12.352,12.798,14.7,19.0,10.0,38.395,6.13,
1272,4,2024-01-06,2,3610340318481,U.D SHP OLIVE MYTHIQUE 200ML,2.0,1,6.939,8.32,8.257,9.9,19.0,9.0,16.515,2.637,
1273,4,2024-01-06,7,3610340634284,U.D SHP LAIT D'AMANDE NOURRICIE 200ML,2.0,1,6.863,8.321,8.166,9.9,19.0,10.0,16.334,2.608,
1274,4,2024-01-06,1,3610340232435,U.D SHP AVOCAT -KARITÉ 200ML,13.0,1,6.939,8.32,8.257,9.9,19.0,9.0,107.346,17.139,
1275,4,2024-01-06,27,3610340033063,U.D OIL REP AVOCAT 300 ML,3.0,1,12.87,14.705,15.315,17.5,19.0,10.0,45.946,7.336,
1276,4,2024-01-06,28,3610340033155,U.D OIL REP TRÉSOR 300ML,5.0,1,12.87,14.705,15.315,17.5,19.0,10.0,76.576,12.227,
1277,4,2024-01-06,737,3610340079023,U.D OIL REP AMANDE 300 ML,5.0,1,12.87,14.705,15.315,17.5,19.0,10.0,76.576,12.227,
1278,4,2024-01-06,36,3610340038778,U.D HUILE D'OLIVE 140ML,5.0,1,14.56,18.063,17.326,21.5,19.0,9.0,86.632,13.832,
1279,4,2024-01-06,460,3610340584398,U.D A/SHP AVOCAT 200ML,2.0,1,7.92,9.496,9.425,11.3,19.0,10.0,18.85,3.01,
1280,5,2024-01-06,276,3574661587028,JOHNSON SAVON LIQUIDE CITRON,5.0,1,5.85,7.605,6.962,9.05,19.0,10.0,34.807,5.557,
1281,5,2024-01-06,275,3574661587745,JOHNSON SAVON LIQUIDE MENTHE,5.0,1,5.85,7.605,6.962,9.05,19.0,10.0,34.807,5.557,
1282,5,2024-01-06,266,7702018069361,GILLETTE BLEU II FOR WOMEN 5+2,19.0,1,7.5,9.75,8.925,11.6,19.0,0.0,169.575,27.075,
1283,5,2024-01-06,262,7702018489831,GILLETTE BLEU III*6 COMFORT,8.0,1,12.325,16.023,14.667,19.07,19.0,15.0,117.334,18.734,
1284,5,2024-01-06,263,7702018490165,GILLETTE BLEU III *6 SENSITIVE,7.0,1,12.325,16.023,14.667,19.07,19.0,15.0,102.667,16.392,
1285,5,2024-01-06,260,7702018490080,GILLETTE BLEU III *3 SENSITIVE,6.0,1,6.885,8.951,8.193,10.65,19.0,15.0,49.159,7.849,
1286,5,2024-01-06,265,7702018069286,SIMPLY VÉNUS  // 8+4,9.0,1,11.3,14.69,13.447,17.48,19.0,0.0,121.023,19.323,
1287,5,2024-01-06,267,7702018069255,SIMPLY VÉNUS  /// 4+1,15.0,1,14.0,18.2,16.66,21.66,19.0,0.0,249.9,39.9,
1288,5,2024-01-06,264,7702018457281,GILLETTE BLEU III *6 COOLING,6.0,1,12.325,16.023,14.667,19.07,19.0,15.0,88.001,14.05,
1289,5,2024-01-06,319,6222001555653,SHARK LAME SUPER STAINLESS,180.0,1,0.9,1.17,1.071,1.39,19.0,0.0,192.78,30.78,
1290,5,2024-01-06,320,8904304581321,RK LAME STAINLESS,80.0,1,0.75,0.975,0.893,1.16,19.0,0.0,71.4,11.4,
1291,5,2024-01-06,294,6990577325801,BRIQUET SHARK,200.0,1,0.282,0.42,0.336,0.5,19.0,0.0,67.116,10.716,
1292,5,2024-01-06,295,8412765508905,BRIQUET CLIPPER GM,192.0,1,1.041,1.426,1.239,1.7,19.0,0.0,237.848,37.976,
1293,5,2024-01-06,455,25010200,BRIQUET CLIPPER PM,192.0,1,0.875,1.138,1.041,1.35,19.0,0.0,199.92,31.92,
1294,5,2024-01-06,456,25040101,BRIQUET BTB,200.0,1,0.27,0.419,0.321,0.5,19.0,0.0,64.26,10.26,
1295,5,2024-01-06,268,7702018978120,GILLETTE STICK COOL WAVE,6.0,1,9.8,12.524,11.662,14.9,19.0,0.0,69.972,11.172,
1437,10,2024-02-17,418,887930421309,KODAK AG0,4.0,1,2.682,3.487,3.192,4.15,19.0,10.0,12.766,2.038,
1438,10,2024-02-17,426,887930417609,KODAK AG 9,5.0,1,2.16,2.808,2.57,3.34,19.0,10.0,12.852,2.052,
1439,10,2024-02-17,430,887930413137,KODAK AG 13,5.0,1,2.16,2.808,2.57,3.34,19.0,10.0,12.852,2.052,
1440,10,2024-02-17,427,887930414011,KODAK AG 10,5.0,1,2.16,2.808,2.57,3.34,19.0,10.0,12.852,2.052,
1441,10,2024-02-17,425,887930417593,KODAK AG 8,5.0,1,2.16,2.808,2.57,3.34,19.0,10.0,12.852,2.052,
1442,10,2024-02-17,423,887930417579,KODAK AG 6,5.0,1,2.16,2.808,2.57,3.34,19.0,10.0,12.852,2.052,
1443,10,2024-02-17,420,887930417531,KODAK AG 2,5.0,1,2.16,2.808,2.57,3.34,19.0,10.0,12.852,2.052,
1444,10,2024-02-17,429,887930416305,KODAK AG 12,5.0,1,2.16,2.808,2.57,3.34,19.0,10.0,12.852,2.052,
1445,10,2024-02-17,419,887930416299,KODAK AG1,5.0,1,2.16,2.808,2.57,3.34,19.0,10.0,12.852,2.052,
1446,10,2024-02-17,421,887930413991,KODAK AG 3,5.0,1,2.16,2.808,2.57,3.34,19.0,10.0,12.852,2.052,
1447,10,2024-02-17,428,887930417623,KODAK AG 11,5.0,1,2.16,2.808,2.57,3.34,19.0,10.0,12.852,2.052,
1448,10,2024-02-17,422,887930417562,KODAK AG 5,5.0,1,2.682,3.487,3.192,4.15,19.0,10.0,15.958,2.548,
1449,10,2024-02-17,424,887930417586,KODAK AG 7,5.0,1,2.16,2.808,2.57,3.34,19.0,10.0,12.852,2.052,
1450,10,2024-02-17,356,6192005211247,BILLE LELLA MISS 50ML,48.0,1,2.21,3.028,2.63,3.6,19.0,15.0,126.235,20.155,
1451,10,2024-02-17,288,8411104004573,BYLY CRÈME DEO BRISE MARINE,15.0,1,2.805,3.655,3.338,4.35,19.0,15.0,50.069,7.994,
1452,10,2024-02-17,289,8411104004610,BYLY CRÈME DEO FRESH NATURE,14.0,1,2.805,3.655,3.338,4.35,19.0,15.0,46.731,7.461,
1545,11,2024-02-17,1129,2340491000003,amirat al arab 10 ML,5.0,1,3.878,5.041,4.615,6.0,19.0,0.0,23.074,3.684,
1546,11,2024-02-17,1161,2332881000007,Scandal F 10 ml,9.0,1,3.878,5.041,4.615,6.0,19.0,0.0,41.533,6.631,
1547,11,2024-02-17,1147,2329271000006,Mon Paris 10 ML,1.0,1,3.878,5.041,4.615,6.0,19.0,0.0,4.615,0.737,
1548,11,2024-02-17,1154,5009511000009,SI 10 ML,5.0,1,3.878,5.041,4.615,6.0,19.0,0.0,23.074,3.684,
1549,11,2024-02-17,1186,2338301000008,hugo boss classique 10 ml,19.0,1,3.878,5.041,4.615,6.0,19.0,0.0,87.682,14.0,
1550,11,2024-02-17,1170,3422721000003,sauvage 10 ml,14.0,1,3.878,5.041,4.615,6.0,19.0,0.0,64.607,10.315,
1551,11,2024-02-17,1092,2307901000008,invictus paco rabanne 10 ml,14.0,1,3.878,5.041,4.615,6.0,19.0,0.0,64.607,10.315,
1552,11,2024-02-17,1144,3392021000006,victoria secret intense 10 ML,12.0,1,3.878,5.041,4.615,6.0,19.0,0.0,55.378,8.842,
1553,11,2024-02-17,1079,3467361000006,lacoste bleu 10 ml,8.0,1,3.878,5.041,4.615,6.0,19.0,0.0,36.919,5.895,
1554,11,2024-02-17,1151,3388261000005,black opimum 10 ml,6.0,1,3.878,5.041,4.615,6.0,19.0,0.0,27.689,4.421,
1555,11,2024-02-17,1121,2332631000004,stronger with you 10 ML,5.0,1,3.878,5.041,4.615,6.0,19.0,0.0,23.074,3.684,
1556,11,2024-02-17,1177,5037811000009,my way 10 ml,3.0,1,3.878,5.041,4.615,6.0,19.0,0.0,13.844,2.21,
1557,11,2024-02-17,1099,3401701000004,Black XS l'excess 10 ml,2.0,1,3.878,5.041,4.615,6.0,19.0,0.0,9.23,1.474,
1558,11,2024-02-17,1060,2340511000006,Yara 10 ml,2.0,1,3.878,5.041,4.615,6.0,19.0,0.0,9.23,1.474,
1631,12,2024-02-26,302,3388714271310,ROVENA PARFUM VERSTYLE  20 ML,1.0,1,2.344,3.047,2.789,3.63,19.0,25.0,2.789,0.445,
1632,12,2024-02-26,454,3388714270993,ROVENA PARFUM CHANCY 20 ML,7.0,1,2.344,3.047,2.789,3.63,19.0,25.0,19.526,3.118,
1633,12,2024-02-26,299,3388714271358,ROVENA PARFUM JADOCS 20 ML,7.0,1,2.344,3.047,2.789,3.63,19.0,25.0,19.526,3.118,
1634,12,2024-02-26,300,3388714271334,ROVENA PARFUM PINKI PINKI 20 ML,7.0,1,2.344,3.047,2.789,3.63,19.0,25.0,19.526,3.118,
1635,12,2024-02-26,303,3388714271600,ROVENA PARFUM CLIE 20 ML,5.0,1,2.344,3.047,2.789,3.63,19.0,25.0,13.947,2.227,
1636,12,2024-02-26,296,3388714271303,ROVENA PARFUM 313 MEN 20 ML,10.0,1,2.344,3.047,2.789,3.63,19.0,25.0,27.894,4.454,
1637,12,2024-02-26,303,3388714271600,ROVENA PARFUM CLIE 20 ML,2.0,1,2.344,3.047,2.789,3.63,19.0,25.0,5.579,0.891,
1638,12,2024-02-26,305,3388714270832,ROVENA PARFUM CONFORT ORKED 20 ML,3.0,1,2.344,3.047,2.789,3.63,19.0,25.0,8.368,1.336,
1639,12,2024-02-26,304,3388714270870,ROVENA PARFUM LADY BELION 20 ML,4.0,1,2.344,3.047,2.789,3.63,19.0,25.0,11.157,1.781,
1640,12,2024-02-26,301,3388714271501,ROVENA PARFUM VALENCIA 20 ML,2.0,1,2.344,3.047,2.789,3.63,19.0,25.0,5.579,0.891,
1641,12,2024-02-26,301,3388714271501,ROVENA PARFUM VALENCIA 20 ML,5.0,1,2.344,3.047,2.789,3.63,19.0,25.0,13.947,2.227,
1642,12,2024-02-26,305,3388714270832,ROVENA PARFUM CONFORT ORKED 20 ML,7.0,1,2.344,3.047,2.789,3.63,19.0,25.0,19.526,3.118,
1643,12,2024-02-26,501,61904050M3,CADRE PHOTOS 40X50,2.0,1,29.427,38.255,35.018,45.52,19.0,10.0,70.036,11.182,
1644,12,2024-02-26,502,61903040M3,CADRE PHOTOS 30 X 40,2.0,1,15.3,19.89,16.371,21.28,7.0,15.0,32.742,2.142,
1645,12,2024-02-26,504,61902430M2,CADRE PHOTOS 24X30,2.0,1,18.805,24.447,20.121,26.16,7.0,10.0,40.243,2.633,
1646,12,2024-02-26,505,61901521M4,CADRE PHOTOS 15X21,2.0,1,10.8,14.04,11.556,15.02,7.0,10.0,23.112,1.512,
1647,12,2024-02-26,506,2940001521006,CADRE PHOTOS 15X21,6.0,1,8.73,11.349,9.341,12.14,7.0,10.0,56.047,3.667,
1648,12,2024-02-26,507,619015212,CADRE PHOTOS 15X21,1.0,1,7.605,9.887,8.137,10.58,7.0,10.0,8.137,0.532,
1649,12,2024-02-26,1284,6190001211121,Parapluie (2-17),16.0,1,8.25,11.715,9.818,13.94,19.0,0.0,157.08,25.08,
1650,12,2024-02-26,1285,6190000011122,Parapluie (2-4),6.0,1,14.85,20.048,17.672,23.86,19.0,0.0,106.029,16.929,
1663,13,2024-03-05,1023,6192011803368,Lilas Couche Bébé Unisexe 15-25,7.0,4,12.815,13.488,15.25,16.05,19.0,0.0,106.749,17.044,
1664,13,2024-03-05,1024,6192011803351,Lilas Couche Bébé Unisexe 9-18,6.0,4,12.815,13.488,15.25,16.05,19.0,0.0,91.499,14.609,
1665,13,2024-03-05,1025,6192011811387,Lilas Couche Bébé Unisexe 16+,3.0,4,12.815,13.488,15.25,16.05,19.0,0.0,45.75,7.305,
1666,13,2024-03-05,1026,6192011803344,Lilas Couche Bébé Unisexe 5-10,4.0,4,12.815,13.488,15.25,16.05,19.0,0.0,60.999,9.739,
1667,13,2024-03-05,1027,6192011803337,Lilas Couche Bébé Unisexe 5-3,5.0,4,12.815,13.488,15.25,16.05,19.0,0.0,76.249,12.174,
1668,13,2024-03-05,1032,6192011811899,Lilas Jumbo 9-18 Unisexe,3.0,4,24.047,26.471,28.616,31.5,19.0,0.0,85.848,13.707,
1669,14,2024-03-18,1090,6192409005701,DEX SAVON LIQUIDE ZESTES DE FRAICHEUR 1L,4.0,8,3.832,4.453,4.56,5.3,19.0,3.0,18.24,2.912,
1670,14,2024-03-18,1088,6192409005688,DEX SAVON LIQUIDE GRAND BLEU 1L,4.0,8,3.832,4.625,4.56,5.5,19.0,3.0,18.24,2.912,
1679,15,2024-03-25,1023,6192011803368,Lilas Couche Bébé Unisexe 15-25,5.0,4,12.815,13.488,15.25,16.05,19.0,0.0,76.249,12.174,
1680,15,2024-03-25,1024,6192011803351,Lilas Couche Bébé Unisexe 9-18,5.0,4,12.815,13.488,15.25,16.05,19.0,0.0,76.249,12.174,
1697,16,2024-05-25,733,3574661578361,LPM GD PECHE BLANCHE & NECTAR 250 ml,5.0,1,0.001,0.001,0.001,0.0,19.0,99.99,0.006,0.001,
1698,16,2024-05-25,705,3574661192871,LPM GD feuille de menthe 200 ml,6.0,1,0.001,0.001,0.001,0.0,19.0,99.99,0.007,0.001,
1699,16,2024-05-25,706,3574661578453,LPM GD MANDARINE CITRON,5.0,1,0.001,0.001,0.001,0.0,19.0,99.99,0.006,0.001,
1700,16,2024-05-25,709,3574661254470,LPM GD CROQUEZ LA FRAISE,4.0,1,0.001,0.001,0.001,0.0,19.0,99.99,0.005,0.001,
1701,16,2024-05-25,310,3574661319308,LPM GD GRENADE 250ML,3.0,1,4.995,6.553,5.944,7.8,19.0,10.0,17.832,2.847,
1702,17,2024-05-25,1019,6192011813893,ET 2 Lilas Narcisse,10.0,1,1.587,2.103,1.889,2.5,19.0,0.0,18.885,3.015,
1703,18,2024-05-29,265,7702018069286,SIMPLY VÉNUS  // 8+4,1.0,1,11.3,14.706,13.447,17.5,19.0,0.0,13.447,2.147,
1704,18,2024-05-29,267,7702018069255,SIMPLY VÉNUS  /// 4+1,1.0,1,14.0,18.235,16.66,21.7,19.0,0.0,16.66,2.66,
1824,22,2024-06-11,350,6192005226043,LELLA COFFRET IRRÉSISTIBLE,1.0,1,24.99,32.437,29.738,38.6,19.0,15.0,29.738,4.748,
1825,22,2024-06-11,66,8697926020308,CLASS DEO HOMME CITIES  150ML,2.0,1,3.23,4.034,3.844,4.8,19.0,15.0,7.687,1.227,
1826,22,2024-06-11,354,6192005223653,LELLA DEO SENSUELLE 150ML,1.0,1,2.503,2.798,2.978,3.33,19.0,35.0,2.979,0.476,
1827,22,2024-06-11,355,6192005223677,LELLA DEO IRRÉRISTIBLE 150ML,1.0,1,2.503,2.798,2.978,3.33,19.0,35.0,2.979,0.476,
1828,22,2024-06-11,64,8697926020322,CLASS DEO  HOMME CHOCO 150ML,1.0,1,3.23,4.034,3.844,4.8,19.0,15.0,3.844,0.614,
1829,22,2024-06-11,65,8697926024153,CLASS DEO HOMME BY GRAY 150ML,1.0,1,3.23,4.034,3.844,4.8,19.0,15.0,3.844,0.614,
1830,22,2024-06-11,68,8697926020247,CLASS DEO FEMME ADDICT 150ML,1.0,1,3.23,4.034,3.844,4.8,19.0,15.0,3.844,0.614,
1847,21,2024-06-09,591,8692531002831,Bol midi Bonny 1.75 L,1.0,1,3.004,3.785,3.575,4.5,19.0,0.0,3.575,0.571,
1848,21,2024-06-09,592,8692531002701,Bol Maxi Bonny 3 L,1.0,1,4.714,5.883,5.61,7.0,19.0,0.0,5.61,0.896,
1849,21,2024-06-09,67,8697926020254,CLASS DEO FEMME INNOCENCE 150ML,5.0,1,3.23,4.034,3.844,4.8,19.0,15.0,19.218,3.069,
1850,21,2024-06-09,1647,3574661700809,LPM GD Abricot & Noisette 650mL,3.0,1,6.638,13.442,7.899,16.0,19.0,43.75,23.698,3.784,
1851,21,2024-06-09,705,3574661192871,LPM GD feuille de menthe 200 ml (Gratuit),1.0,1,0.001,0.001,0.001,0.0,19.0,99.99,0.001,0.0,
1852,21,2024-06-09,733,3574661578361,LPM GD PECHE BLANCHE & NECTAR 250 ml (Gratuit),2.0,1,0.001,0.001,0.001,0.0,19.0,99.99,0.002,0.0,
1853,21,2024-06-09,599,6224008421115,Bol en verre Square 125 ml coffret de 6,4.0,1,5.546,6.722,6.6,8.0,19.0,0.0,26.399,4.215,
1854,21,2024-06-09,598,6224008421085,Bol en verre Circle 132 ml coffret de 6,14.0,1,5.546,6.722,6.6,8.0,19.0,0.0,92.396,14.752,
1855,21,2024-06-09,2249,6195100400615,Sac Frigo Clean Fresh (50P),23.0,1,1.471,2.104,1.75,2.5,19.0,0.0,40.261,6.428,
1856,21,2024-06-09,2192,6192111000346,Papier esuie-tout Folia 2+1,50.0,1,1.895,2.354,2.255,2.8,19.0,0.0,112.752,18.002,
1857,21,2024-06-09,2193,6192111000353,Papier Toilette Folia 4+2,25.0,1,1.854,2.438,2.206,2.9,19.0,0.0,55.157,8.806,
1858,20,2024-06-08,1085,6192409002748,LAVAX GEL LAVE VAISSELLE,1.0,1,12.431,14.706,14.792,17.5,19.0,3.0,14.793,2.362,
1859,20,2024-06-08,1672,6192409004414,Tablette Lave-vaisselle 20 Tabs,2.0,1,10.902,13.448,12.973,16.0,19.0,3.0,25.947,4.143,
1860,23,2024-07-01,1672,6192409004414,Tablette Lave-vaisselle 20 Tabs,1.0,8,10.902,13.448,12.973,16.0,19.0,3.0,12.973,2.071,
1862,24,2024-07-05,56,6192440000024,JET 7 GEL A COIFFER 1 KG,58.0,1,3.563,4.115,4.239,4.9,19.0,5.0,245.918,39.264,
1871,25,2024-07-10,2238,8697926025297,Class Deo Homme Classico 150mL,1.0,1,2.52,2.801,2.999,3.33,19.0,30.0,2.999,0.479,
1872,25,2024-07-10,2239,8697926025310,Class Deo Homme Brisk 150mL,1.0,1,2.52,2.801,2.999,3.33,19.0,30.0,2.999,0.479,
1873,25,2024-07-10,784,5283022043728,No Limit Deo Homme Hoge Bottle ( promo),1.0,1,4.2,4.2,4.998,5.0,19.0,0.0,4.998,0.798,
1874,25,2024-07-10,2230,5283022043346,No limit Deo femme la Demoiselle (Promo),1.0,1,3.696,4.202,4.398,5.0,19.0,12.0,4.398,0.702,
1875,25,2024-07-10,2167,6192440002585,Jet 7 Gel douche Black,1.0,1,3.705,4.622,4.409,5.5,19.0,5.0,4.409,0.704,
1876,25,2024-07-10,340,5285001951536,ELEGANCE GEL GRIS100 GR,1.0,1,1.36,1.768,1.618,2.1,19.0,15.0,1.618,0.258,
1877,25,2024-07-10,53,6192440002202,JET 7 CREME A RASER MENTE 320ML,1.0,1,4.228,5.463,5.031,6.5,19.0,5.0,5.031,0.803,
1878,25,2024-07-10,783,5283022043650,No Limit Deo Homme Cool ( promo),1.0,1,3.696,4.202,4.398,5.0,19.0,12.0,4.398,0.702,
1879,25,2024-07-10,350,6192005226043,LELLA COFFRET IRRÉSISTIBLE,1.0,1,24.99,32.437,29.738,38.6,19.0,15.0,29.738,4.748,
1885,26,2024-07-11,346,6192005224728,LELLA PARFUM OUD 90ML,21.0,1,17.85,23.027,21.242,27.4,19.0,15.0,446.072,71.221,
1886,26,2024-07-11,347,6192005224711,LELLA PARFUM ORIENTALE 90ML,9.0,1,17.85,23.027,21.242,27.4,19.0,15.0,191.173,30.523,
1887,26,2024-07-11,350,6192005226043,LELLA COFFRET IRRÉSISTIBLE,5.0,1,24.99,32.437,29.738,38.6,19.0,15.0,148.69,23.74,
1888,26,2024-07-11,351,6192005226036,LELLA COFFRET BELLE,4.0,1,24.99,32.437,29.738,38.6,19.0,15.0,118.952,18.992,
1889,26,2024-07-11,349,6192005226050,LELLA COFFRET SENSUELLE,2.0,1,24.99,32.437,29.738,38.6,19.0,15.0,59.476,9.496,
1890,19,2024-05-31,833,5000204010107,Soin expert Bois  lavande,1.0,1,6.958,8.99,8.28,10.7,19.0,0.0,8.28,1.322,
1891,19,2024-05-31,238,3600542444088,GARNIER MICELLAIRE VITAMIN C - 400ML,1.0,1,15.345,19.918,18.261,23.7,19.0,7.0,18.261,2.916,
1892,19,2024-05-31,700,3574661539102,LPM A/SHP Infusion detox 200ml,1.0,1,9.384,12.18,11.167,14.5,19.0,8.0,11.167,1.783,
1893,19,2024-05-31,377,312547811217,LISTERINE   FRESH BURST - ANTISEPTOC 500ML,4.0,1,7.425,9.664,8.836,11.5,19.0,10.0,35.343,5.643,
1894,19,2024-05-31,269,3574669907927,JOHNSON SHP GOLD 750ML,2.0,1,12.169,15.795,14.481,18.8,19.0,14.0,28.962,4.624,
1895,19,2024-05-31,1788,6192017316053,A/Shp Rojanet,1.0,1,2.141,2.799,2.547,3.33,19.0,30.0,2.548,0.407,
1896,19,2024-05-31,2177,6192440000727,Jet 7 Vaseline 100mL,1.0,1,2.058,2.689,2.449,3.2,19.0,5.0,2.449,0.391,
1897,19,2024-05-31,805,6192488208482,R.B Sirum Oil Cristal 125ml,1.0,1,17.119,20.928,20.372,24.9,19.0,10.0,20.372,3.253,
1912,27,2024-07-15,1105,6192409002502,TYR PM CITRON 300ML,2.0,8,3.088,3.783,3.675,4.5,19.0,0.0,7.349,1.173,
1913,27,2024-07-15,1085,6192409002748,LAVAX GEL LAVE VAISSELLE,1.0,8,12.431,14.706,14.792,17.5,19.0,3.0,14.793,2.362,
1914,27,2024-07-15,1098,6192409004728,DET JAVEL 1.5L,5.0,8,1.712,2.02,2.037,2.4,19.0,3.0,10.186,1.626,
1915,27,2024-07-15,1041,6192409002038,Assouplissant Duvet Brise Matinal 3L,1.0,8,10.189,12.018,12.125,14.3,19.0,3.0,12.125,1.936,
1916,28,2024-07-15,218,3600520887593,EXCELLENCE 9.1 BLOND TRÈS CLAIR CENDRÉ,3.0,1,21.25,28.571,25.288,34.0,19.0,15.0,75.862,12.112,
1917,28,2024-07-15,212,3061375122015,EXCELLENCE 6 BLOND FONCÉ,3.0,1,21.25,28.571,25.288,34.0,19.0,15.0,75.862,12.112,
1918,28,2024-07-15,213,3600520619101,EXCELLENCE 6.1 BLOND FONCÉ CENDRÉ,3.0,1,21.25,28.571,25.288,34.0,19.0,15.0,75.862,12.112,
1919,28,2024-07-15,207,3061375114010,EXCELLENCE 1.0 NOIR,3.0,1,21.25,28.571,25.288,34.0,19.0,15.0,75.862,12.112,
1920,28,2024-07-15,215,3600522490432,EXCELLENCE 8 BLOND CLAIR,3.0,1,21.25,28.571,25.288,34.0,19.0,15.0,75.862,12.112,
1921,28,2024-07-15,216,3061375128017,EXCELLENCE 8.1 BLOND CLAIR CENDRÉ,3.0,1,21.25,28.571,25.288,34.0,19.0,15.0,75.862,12.112,
1922,28,2024-07-15,217,3600522490388,EXCELLENCE 9 BLOND TRÈS CLAIR,3.0,1,21.25,28.571,25.288,34.0,19.0,15.0,75.862,12.112,
1923,28,2024-07-15,214,3600520619002,EXCELLENCE 7.1 BLOND CENDRÉ,3.0,1,21.25,28.571,25.288,34.0,19.0,15.0,75.862,12.112,
1924,28,2024-07-15,209,3061375115017,EXCELLENCE 3 CHATIN FONCÉ,3.0,1,21.25,28.571,25.288,34.0,19.0,15.0,75.862,12.112,
1925,28,2024-07-15,208,3600522832003,EXCELLENCE 3.0 CHÂTAIN FONCÉ,3.0,1,21.25,28.571,25.288,34.0,19.0,15.0,75.862,12.112,
1926,28,2024-07-15,210,3061375116014,EXCELLENCE 4 CHÂTAIN,3.0,1,21.25,28.571,25.288,34.0,19.0,15.0,75.862,12.112,
1949,29,2024-08-10,1725,8000836429350,Bloom Kit coloration n°100,6.0,1,10.267,13.277,12.218,15.8,19.0,15.0,73.306,11.704,
1950,29,2024-08-10,1720,8000836429435,Bloom Kit coloration n°10.00,6.0,1,10.267,13.277,12.218,15.8,19.0,15.0,73.306,11.704,
1951,29,2024-08-10,1721,8000836429541,Bloom Kit coloration n°503,6.0,1,10.267,13.277,12.218,15.8,19.0,15.0,73.306,11.704,
1952,29,2024-08-10,1723,8000836429374,Bloom Kit coloration n°400,6.0,1,10.267,13.277,12.218,15.8,19.0,15.0,73.306,11.704,
1953,29,2024-08-10,1719,8000836429428,Bloom Kit coloration n °900,6.0,1,10.267,13.277,12.218,15.8,19.0,15.0,73.306,11.704,
1954,29,2024-08-10,1722,8000836429381,Bloom Kit coloration n°500,6.0,1,10.267,13.277,12.218,15.8,19.0,15.0,73.306,11.704,
1958,30,2024-08-13,448,8888021301779,ENERGIZER CR 2032,12.0,1,3.24,4.202,3.856,5.0,19.0,10.0,46.267,7.387,
1959,30,2024-08-13,1668,887930417685,Kodak CR 2032 B-2,20.0,1,4.511,5.882,5.368,7.0,19.0,7.0,107.362,17.142,
1960,30,2024-08-13,490,4895122318951,Tuniros R20 extra heavy duty,6.0,1,3.57,4.707,4.248,5.6,19.0,15.0,25.49,4.07,
1970,31,2024-08-16,2259,6195100311300,Papier Aluminuim Kappo 5 m,18.0,1,1.063,1.26,1.265,1.5,19.0,30.0,22.769,3.635,
1971,31,2024-08-16,1659,6195100311164,Kappo Film Alimentaire 8 M,14.0,1,1.08,1.261,1.285,1.5,19.0,10.0,17.993,2.873,
1972,31,2024-08-16,2257,6195100311188,Film Fraicheur Kappo 300 M,7.0,1,11.198,15.125,13.326,18.0,19.0,20.0,93.279,14.893,
1973,31,2024-08-16,738,6195100300083,100 M Film Fraicheur STARK,6.0,1,5.942,7.145,7.071,8.5,19.0,25.0,42.426,6.774,
1974,31,2024-08-16,2260,6195100311287,Papier Aluminuim Kappo 50M,5.0,1,7.694,10.924,9.156,13.0,19.0,20.0,45.779,7.309,
1975,31,2024-08-16,1657,6195100311171,Kappo Film Alimentaire 100 M,12.0,1,5.402,6.723,6.428,8.0,19.0,10.0,77.141,12.317,
1976,31,2024-08-16,751,6195100300045,Papier Aluminium 100M STARK,6.0,1,15.3,18.404,18.207,21.9,19.0,25.0,109.242,17.442,
1977,31,2024-08-16,745,6195100300052,Film Fraicheur 8M,11.0,1,1.351,1.6,1.607,1.9,19.0,25.0,17.685,2.824,
1978,31,2024-08-16,1658,6195100311140,Kappo papier Aluminium 100 M,6.0,1,14.585,17.563,17.357,20.9,19.0,10.0,104.137,16.627,
2039,32,2024-08-20,325,3574660002515,CLEAN AND CLEAR  DAILY WASH 150ML,3.0,1,15.675,20.421,18.653,24.3,19.0,5.0,55.96,8.935,
2040,32,2024-08-20,277,3574661336411,CRÈME NETTOYANTE ANTI-POINTS NOIRS,4.0,1,15.105,19.667,17.975,23.4,19.0,5.0,71.9,11.48,
2041,32,2024-08-20,1906,3574661430690,Neutrogena Gel exfoliant purifiant Skin detox 150mL,2.0,1,16.825,19.662,20.021,23.4,19.0,5.0,40.044,6.394,
2042,32,2024-08-20,1908,3574661430737,Neutrogena Skin Detox Masque argile purifiant 2en1 150mL,1.0,1,16.825,19.662,20.021,23.4,19.0,5.0,20.022,3.197,
2043,32,2024-08-20,1905,3574661034805,Neutrogena Gel Exfoliant Anti-Brillance Citron vert 150mL,2.0,1,15.048,19.665,17.907,23.4,19.0,5.0,35.814,5.718,
2044,32,2024-08-20,324,3574660002522,CLEAN AND CLEAR DEEP ACTION CREAM 150ML,3.0,1,15.675,20.421,18.653,24.3,19.0,5.0,55.96,8.935,
2045,32,2024-08-20,165,4005900460301,NIVEA SHINE CONTROL 50ML,6.0,1,30.515,39.66,36.313,47.2,19.0,15.0,217.877,34.787,
2046,32,2024-08-20,236,3600541744509,GARNIER MICELLAIRE BLPHASE - 400ML,4.0,1,18.6,24.202,22.134,28.8,19.0,7.0,88.536,14.136,
