Barcode,EAN,Category,ItemName,BuyPrice,SellPrice,ShortcutForeColor,ShortcutBackColor,Status,Shortcut,ItemStock,ItemBrand,delay,unit,StockFaible,ShortCutOrder,startingprice,discount,fodec,tva,marge,buypriceht,sellpriceht,defaultsupplier
906,MR17-327,27,Decor Sapin,10.0,14.0,-1,-14774017,1,0,4.0,0,0,1,2.0,1,8.403,0.0,0.0,19.0,40.0,8.403,11.764,0.0
908,M34-1327,27,mini Boule de neige,14.0,16.0,-1,-14774017,1,0,10.0,0,0,1,2.0,0,11.765,0.0,0.0,19.0,14.3,11.765,13.447,0.0
909,1253611619218,27,Boule de neige,25.0,34.0,-1,-14774017,1,0,0.0,0,0,1,2.0,0,21.008,0.0,0.0,19.0,36.0,21.008,28.571,0.0
911,MR11-1028,27,Sapin Vert 240 cm,139.999,196.0,-1,-14774017,1,0,2.0,0,0,1,2.0,0,117.646,0.0,0.0,19.0,40.0,117.646,164.704,0.0
912,42333371,0,Nivea care even tone cream 200 ml,14.667,19.1,-1,-14774017,1,0,5.0,0,0,1,2.0,0,14.5,15.0,0.0,19.0,30.2,12.325,16.047,
916,3600524051044,7,L'oreal Creme Glycolic Bright de jour 50ml,28.56,37.0,-1,-14774017,1,0,0.0,24,0,1,2.0,0,24.0,0.0,0.0,19.0,29.56,24.0,31.094,0.0
917,3600524051037,7,L'oreal Creme Glycolic Bright de nuit 50ml,28.56,37.0,-1,-14774017,1,0,3.0,24,0,1,2.0,0,24.0,0.0,0.0,19.0,29.55,24.0,31.092,0.0
918,3600523082247,7,L'oreal creme Revitalift Hydratant de jour 50 ml,55.454,72.0,-1,-14774017,1,0,4.0,24,0,1,2.0,0,46.6,0.0,0.0,19.0,29.84,46.6,60.505,0.0
919,3600523082254,7,L'oreal creme Revitalift Hydratant de nuit 50ml,55.216,72.0,-1,-14774017,1,0,5.0,24,0,1,2.0,0,46.4,0.0,0.0,19.0,30.39,46.4,60.501,0.0
920,3600523937615,7,L'oreal Creme Hyaluron Expert de jour 50ml,32.13,41.8,-1,-14774017,1,0,0.0,24,0,1,2.0,0,27.0,0.0,0.0,19.0,30.1,27.0,35.127,0.0
921,3600523937578,7,L'oreal Creme Masque Hyaluron Expert de nuit 50ml,32.13,41.8,-1,-14774017,1,0,1.0,24,0,1,2.0,0,27.0,0.0,0.0,19.0,30.1,27.0,35.127,0.0
922,3600523967988,7,L'oreal Serum visage Hyaluron Expert 30ml,77.35,99.99,-1,-14774017,1,0,2.0,24,0,1,2.0,0,65.0,0.0,0.0,19.0,29.27,65.0,84.026,0.0
923,3610340663192,7,L'oreal Cleanser Foam Glycolic Bright 100 ml,22.61,29.4,-1,-14774017,1,0,4.0,24,0,1,2.0,0,19.0,0.0,0.0,19.0,30.05,19.0,24.71,0.0
924,3600523959716,7,L'oreal Gel Wash Hyaluron Expert 200 ml,29.75,38.8,-1,-14774017,1,0,6.0,24,0,1,2.0,0,25.0,0.0,0.0,19.0,30.41,25.0,32.603,0.0
925,5285001951833,1,Elegance Plus Shaving Gel Earth 500ML,6.503,8.5,-1,-14774017,1,0,2.0,38,0,1,2.0,0,5.465,0.0,0.0,19.0,30.7,5.465,7.143,0.0
926,6192477610838,0,Lilas poudre mains anti tâche 1kg,5.541,6.6,-1,-14774017,1,0,9.0,43,0,1,2.0,0,4.656,0.0,0.0,19.0,19.12,4.656,5.546,
927,6192477610821,0,Lilas poudre mains fraicheur 1kg,5.541,6.6,-1,-14774017,1,0,6.0,43,0,1,2.0,0,4.656,0.0,0.0,19.0,19.12,4.656,5.546,22927.0
928,6192477610845,0,Lilas poudre mains savon de marseille 1kg,5.54064,6.600010368,-1,-14774017,1,0,8.0,0,0,1,2.0,0,4.656,0.0,0.0,19.0,19.12,4.656,5.5462272,28928.0
929,6192477610814,30,Lilas poudre mains savon de marseille 300 GR,1.74097,2.0021155,-1,-14774017,1,0,2.0,43,0,1,2.0,0,1.463,0.0,0.0,19.0,15.0,1.463,1.68245,5929.0
930,6192477610791,30,Lilas poudre main fraicheur 300 GR,1.74097,2.0021155,-1,-14774017,1,0,20.0,43,0,1,2.0,0,1.463,0.0,0.0,19.0,15.0,1.463,1.68245,22930.0
931,6192477610807,30,Lilas poudre mains anti tâche 300 GR,1.741,2.0,-1,-14774017,1,0,0.0,43,0,1,2.0,0,1.463,0.0,0.0,19.0,15.0,1.463,1.682,0.0
932,6192477610074,0,Lilas Poudre Main Clean Rose 160GR,0.606,0.8,-1,-14774017,1,0,75.0,0,0,1,2.0,0,0.509,0.0,0.0,19.0,32.0,0.509,0.672,4932.0
