Barcode,EAN,Category,ItemName,BuyPrice,SellPrice,ShortcutForeColor,ShortcutBackColor,Status,Shortcut,ItemStock,ItemBrand,delay,unit,StockFaible,ShortCutOrder,startingprice,discount,fodec,tva,marge,buypriceht,sellpriceht,defaultsupplier
1882,3665468500973,30,Harpic Gel Nettoyant WC 100%,6.719,8.4,-1,-14774017,1,0,1.0,85,0,1,2.0,0,5.821,3.0,0.0,19.0,25.0,5.646,7.058,0.0
1883,3665468500782,30,Harpic Gel Nettoyant WC power Plus,6.719,8.4,-1,-14774017,1,0,0.0,85,0,1,2.0,0,5.821,3.0,0.0,19.0,25.0,5.646,7.058,0.0
1884,6001106103675,30,Vanish gel détachant 450 ML,6.2,8.9001,-1,-14774017,1,0,4.0,86,0,1,2.0,0,6.2,0.0,0.0,0.0,43.55,6.2,8.9001,151884.0
1885,5000309002755,8,Veet Silky fresh 100 ml,7.984,12.902,-1,-14774017,1,0,7.0,0,0,1,2.0,0,6.709,0.0,0.0,19.0,61.6,6.709,10.842,51885.0
1886,3059943021693,30,Parfum d'ambiance airwick 250 ml rose,8.334,10.8,-1,-14774017,1,0,0.0,0,0,1,2.0,0,7.22,3.0,0.0,19.0,29.6,7.003,9.076,0.0
1887,3059943021709,30,Airwick pure parfum d'ambiance 250 ml,8.591,10.4,-1,-14774017,1,0,-1.0,88,0,1,2.0,0,8.591,0.0,0.0,0.0,21.06,8.591,10.4,151887.0
1888,5410721204246,30,2 Block chasse Nicols Blue water,3.741,4.8,-1,-14774017,1,0,0.0,0,0,1,2.0,0,3.241,3.0,0.0,19.0,28.3,3.144,4.034,0.0
1889,6001106128005,30,finish tab vaisselle 13 Tabs,11.7,15.6,-1,-14774017,1,0,0.0,0,0,1,2.0,0,13.854,27.0,0.0,19.0,29.6,10.113,13.106,0.0
1890,6223005873583,0,DETTOL Savon cool 85gr,1.849,2.4,-1,-14774017,1,1,1.0,0,0,1,2.0,0,1.602,3.0,0.0,19.0,29.8,1.554,2.017,0.0
1891,6223005873606,30,Dettol Savon skincare 85gr,1.849,2.4,-1,-14774017,1,0,20.0,90,0,1,2.0,0,1.602,3.0,0.0,19.0,29.8,1.554,2.017,0.0
1892,6223005873569,30,Dettol Savon RE-ENERGIZE 85gr,1.849,2.4,-1,-14774017,1,0,86.0,90,0,1,2.0,0,1.602,3.0,0.0,19.0,29.8,1.554,2.017,0.0
1893,3059946163840,30,Finish Gel vaisselle 650 ml,21.707,27.5,-1,-14774017,1,0,0.0,89,0,1,2.0,0,18.805,3.0,0.0,19.0,26.7,18.241,23.111,0.0
1894,6192011803764,0,Lilas Protege Slip conf plus long parfumé,2.911,3.3,-1,-14774017,1,0,40.0,43,0,1,12.0,0,2.911,0.0,0.0,0.0,13.35,2.911,3.3,41894.0
1895,8717644061725,12,Réxona deo femme 200ml Biorythm,9.5,12.5,-1,-14774017,1,0,3.0,91,0,1,2.0,0,7.983,0.0,0.0,19.0,31.58,7.983,10.504,211895.0
1896,8710447492222,12,Réxona deo femme 200ml tropical,9.5,12.5,-1,-14774017,1,0,4.0,91,0,1,2.0,0,7.983,0.0,0.0,19.0,31.58,7.983,10.504,
1897,8717163340455,12,Réxona deo femme 200ml Aloe vera,9.5,12.5,-1,-14774017,1,0,1.0,91,0,1,2.0,0,7.983,0.0,0.0,19.0,31.58,7.983,10.504,
1898,8710447492185,12,Réxona deo femme 200ml Cotton Dry,9.5,12.5,-1,-14774017,1,0,0.0,91,0,1,2.0,0,7.983,0.0,0.0,19.0,31.58,7.983,10.504,51898.0
1899,8710447492215,12,Réxona deo femme 200ml shower Fresh,9.5,12.5,-1,-14774017,1,0,1.0,91,0,1,2.0,0,7.983,0.0,0.0,19.0,31.58,7.983,10.504,
1900,8712561534918,12,Réxona deo Homme 200ml Invisible B.W,9.5,12.5,-1,-14774017,1,0,42.0,91,0,1,2.0,0,7.983,0.0,0.0,19.0,31.58,7.983,10.504,211900.0
1901,3574661039732,7,Neutrogena gel nettoyant Anti-brillance Citron Vert 200mL,17.907,23.4,-1,-14774017,1,0,3.0,92,0,1,2.0,0,15.84,5.0,0.0,19.0,30.68,15.048,19.665,0.0
1902,3574661338439,7,Neutrogena gel nettoyant Pureté pamplemousse 200mL,17.907,23.4,-1,-14774017,1,0,3.0,92,0,1,2.0,0,15.84,5.0,0.0,19.0,30.68,15.048,19.665,0.0
1903,3574661288352,7,Neutrogena Gel NettoyantHydro Boost 200mL,17.90712,23.4,-1,-14774017,1,0,4.0,92,0,1,2.0,0,15.84,5.0,0.0,19.0,30.68,15.048,19.6647264,11903.0
1904,3574661336404,7,Neutrogena Gel exfoliant Pureté Pamplemousse 150mL,17.907,23.4,-1,-14774017,1,0,5.0,92,0,1,2.0,0,15.84,5.0,0.0,19.0,30.68,15.048,19.665,11904.0
1905,3574661034805,7,Neutrogena Gel Exfoliant Anti-Brillance Citron vert 150mL,17.907,23.4,-1,-14774017,1,0,3.0,92,0,1,2.0,0,15.84,5.0,0.0,19.0,30.68,15.048,19.665,11905.0
1906,3574661430690,7,Neutrogena Gel exfoliant purifiant Skin detox 150mL,20.021155,23.396721733,-1,-14774017,1,0,2.0,92,0,1,2.0,0,17.71,5.0,0.0,19.0,16.86,16.8245,19.6611107,11906.0
1907,3574661332550,7,Neutrogena Anti-Boutons 2en1 150mL,17.907,23.4,-1,-14774017,1,0,0.0,92,0,1,2.0,0,15.84,5.0,0.0,19.0,30.68,15.048,19.665,0.0
1908,3574661430737,7,Neutrogena Skin Detox Masque argile purifiant 2en1 150mL,20.021155,23.396721733,-1,-14774017,1,0,3.0,92,0,1,2.0,0,17.71,5.0,0.0,19.0,16.86,16.8245,19.6611107,11908.0
1909,3574661182001,9,Neutrogena Lait de Corps réparation intense 250mL,20.021,23.9,-1,-14774017,1,0,5.0,92,0,1,2.0,0,17.71,5.0,0.0,19.0,19.37,16.825,20.084,
1910,3574661181882,9,Neutrogena Lait de Corps Hydratation intense 250mL,20.021,23.9,-1,-14774017,1,0,5.0,92,0,1,2.0,0,17.71,5.0,0.0,19.0,19.37,16.825,20.084,
1911,3574661391342,0,Neutrogena Gel crème de Corps hydratant et désaltérant 250mL,20.021,23.9,-1,-14774017,1,0,5.0,92,0,1,2.0,0,17.71,5.0,0.0,19.0,19.37,16.825,20.084,11911.0
1912,8050327685376,4,Mood Masque Ultra Care Restoring 1L,26.729,35.0,-1,-14774017,1,0,3.0,48,0,1,2.0,0,24.957,10.0,0.0,19.0,30.94,22.461,29.41,0.0
1913,8053264516628,1,Mood SHP Derma Balance 1L,19.44,24.9,-1,-14774017,1,0,3.0,48,0,1,2.0,0,18.151,10.0,0.0,19.0,28.09,16.336,20.925,
1914,8053264516673,1,Mood shp Intense Repair 1L,19.44,24.9,-1,-14774017,1,0,2.0,48,0,1,2.0,0,18.151,10.0,0.0,19.0,28.09,16.336,20.925,
1915,8050327684768,1,Mood shp Silver Specific Pro 1L,24.3,33.0,-1,-14774017,1,0,2.0,48,0,1,2.0,0,22.689,10.0,0.0,19.0,35.79,20.42,27.728,
1916,8053264516642,4,Mood Masque Intense Repair 1L,23.084,27.702,-1,-14774017,1,0,3.0,48,0,1,2.0,0,21.554,10.0,0.0,19.0,20.0,19.399,23.279,
1917,8053264516659,4,Mood Masque 480gr Intense Repair,14.884,17.9,-1,-14774017,1,0,3.0,48,0,1,2.0,0,13.897,10.0,0.0,19.0,20.27,12.507,15.042,
1918,8053264516680,1,Mood shp Intense Repair 400mL,12.15,17.5,-1,-14774017,1,0,2.0,48,0,1,2.0,0,11.344,10.0,0.0,19.0,44.03,10.21,14.705,
1919,8050327680111,1,Mood shp Cell Force 400mL,12.15,17.5,-1,-14774017,1,0,3.0,48,0,1,2.0,0,11.344,10.0,0.0,19.0,44.05,10.21,14.708,
1920,8053264516635,1,Mood shp Derma Balance 400mL,12.149424,17.4988153872,-1,-14774017,1,0,3.0,48,0,1,2.0,0,11.344,10.0,0.0,19.0,44.03,10.2096,14.70488688,11920.0
1921,8050327686342,4,Mood Hair Body Gard Cream Curly Hair 150mL,16.402,21.5,-1,-14774017,1,0,0.0,48,0,1,2.0,0,15.315,10.0,0.0,19.0,31.08,13.784,18.067,0.0
1922,8050327686366,4,Mood Hair Body Gard Cream Frizzy Hair 150mL,16.402,21.5,-1,-14774017,1,0,4.0,48,0,1,2.0,0,15.315,10.0,0.0,19.0,31.08,13.784,18.068,11922.0
1923,3600531324483,0,Maybelline  Fond de teint Fit me  105,29.572,35.501,-1,-14774017,1,0,1.0,83,0,1,2.0,0,24.85,0.0,0.0,19.0,20.05,24.85,29.832,
1924,3600531324551,0,Maybelline  Fond de teint Fit me  220,29.572,35.501,-1,-14774017,1,0,3.0,83,0,1,2.0,0,24.85,0.0,0.0,19.0,20.05,24.85,29.832,11924.0
1925,3600531395544,0,Maybelline  Fond de teint Fit me  238,29.572,35.501,-1,-14774017,1,0,4.0,83,0,1,2.0,0,24.85,0.0,0.0,19.0,20.05,24.85,29.832,11925.0
1926,3600531324544,0,Maybelline  Fond de teint Fit me 130,29.572,35.501,-1,-14774017,1,0,3.0,83,0,1,2.0,0,24.85,0.0,0.0,19.0,20.05,24.85,29.832,
1927,3600531631383,42,Maybelline Fit Me Matte & Poreless,25.704,32.9,-1,-14774017,1,0,2.0,83,0,1,2.0,0,21.6,0.0,0.0,19.0,28.0,21.6,27.648,0.0
1928,3600531453442,0,Maybelline  Fond de teint Fit me 312,29.572,35.501,-1,-14774017,1,0,4.0,83,0,1,2.0,0,24.85,0.0,0.0,19.0,20.05,24.85,29.832,211928.0
1929,3600531369392,0,Maybelline  Fond de teint Fit me 118,29.572,35.501,-1,-14774017,1,0,3.0,83,0,1,2.0,0,24.85,0.0,0.0,19.0,20.05,24.85,29.832,11929.0
1930,3600531324513,0,Maybelline  Fond de teint Fit me 115,29.572,35.501,-1,-14774017,1,0,3.0,83,0,1,2.0,0,24.85,0.0,0.0,19.0,20.05,24.85,29.832,11930.0
1931,3600531324896,0,Maybelline  Fond de teint Fit me 250,29.572,35.501,-1,-14774017,1,0,3.0,83,0,1,2.0,0,24.85,0.0,0.0,19.0,20.05,24.85,29.832,
1932,3600531324520,0,Maybelline  Fond de teint Fit me 120,29.572,35.501,-1,-14774017,1,0,3.0,83,0,1,2.0,0,24.85,0.0,0.0,19.0,20.05,24.85,29.832,11932.0
1933,3600531369026,0,Maybelline  Fond de teint Fit me 128,29.572,35.501,-1,-14774017,1,0,3.0,83,0,1,2.0,0,24.85,0.0,0.0,19.0,20.05,24.85,29.832,
1934,3600531533694,0,Maybelline Spray fixateur de maquillage Lasting Fix,49.266,59.001,-1,-14774017,1,0,1.0,83,0,1,2.0,0,41.4,0.0,0.0,19.0,19.76,41.4,49.581,
1935,3600531537357,42,Maybelline Fit Me Blush  50 Wine  Rouge,35.224,44.9,-1,-14774017,1,0,0.0,83,0,1,2.0,0,29.6,0.0,0.0,19.0,27.48,29.6,37.734,0.0
1936,3600531537289,42,Maybelline Fit Me Blush - 40 peach,35.224,44.9,-1,-14774017,1,0,2.0,83,0,1,2.0,0,29.6,0.0,0.0,19.0,27.48,29.6,37.734,0.0
1937,3600531537531,42,Maybelline Fit Me Blush - 35 coral,35.224,44.9,-1,-14774017,1,0,3.0,83,0,1,2.0,0,29.6,0.0,0.0,19.0,27.48,29.6,37.734,0.0
1938,30096608,0,Maybelline Anti-cernes Fit Me - 20,27.4,32.8,-1,-14774017,1,0,1.0,83,0,1,2.0,0,23.025,0.0,0.0,19.0,19.71,23.025,27.563,
1939,30096615,0,Maybelline Anti-cernes Fit Me - 25,27.4,32.8,-1,-14774017,1,0,3.0,83,0,1,2.0,0,23.025,0.0,0.0,19.0,19.71,23.025,27.563,
1940,30171343,0,Maybelline Anti-cernes Fit Me - 18,27.4,32.8,-1,-14774017,1,0,3.0,83,0,1,2.0,0,23.025,0.0,0.0,19.0,19.71,23.025,27.563,
1941,30096592,0,Maybelline Anti-cernes Fit Me - 15,27.4,32.8,-1,-14774017,1,0,3.0,83,0,1,2.0,0,23.025,0.0,0.0,19.0,19.71,23.025,27.563,
1942,30101661,0,Maybelline  mascara  ROCKET VOLUME Express,27.311,33.018,-1,-14774017,1,0,2.0,83,0,1,2.0,0,22.95,0.0,0.0,19.0,20.9,22.95,27.747,
1943,3600531584696,0,Maybelline  Mascara Falsies Lash Lift,37.247,47.9,-1,-14774017,1,0,0.0,0,0,1,2.0,0,31.3,0.0,0.0,19.0,28.6,31.3,40.252,0.0
1944,30167223,0,Maybelline Mascara Lash Sensational Sky Waterproof,39.984,48.001,-1,-14774017,1,0,3.0,83,0,1,2.0,0,33.6,0.0,0.0,19.0,20.05,33.6,40.337,
1945,30166967,0,Maybelline Mascara Cils Sensational,39.984,48.001,-1,-14774017,1,0,1.0,83,0,1,2.0,0,33.6,0.0,0.0,19.0,20.05,33.6,40.337,
1946,3600531143510,0,Maybelline  Mascara Lash Sensational,40.044,48.0,-1,-14774017,1,0,3.0,83,0,1,2.0,0,33.65,0.0,0.0,19.0,19.87,33.65,40.336,
1947,30152830,0,Maybelline Mascara Lash Sensational Sky High,39.984,48.001,-1,-14774017,1,0,3.0,83,0,1,2.0,0,33.6,0.0,0.0,19.0,20.05,33.6,40.337,11947.0
1948,3600531465247,42,Maybelline Instant Anti Age Eraser Concealer  07,37.247,47.9,-1,-14774017,1,0,3.0,83,0,1,2.0,0,31.3,0.0,0.0,19.0,28.6,31.3,40.252,0.0
1949,3600531396855,42,Maybelline Instant Anti Age Eraser Concealer 06,37.247,47.899642,-1,-14774017,1,0,3.0,83,0,1,2.0,0,31.3,0.0,0.0,19.0,28.6,31.3,40.2518,11949.0
1950,3600530733859,42,Maybelline Instant Anti Age Eraser Concealer 02,37.247,47.9,-1,-14774017,1,0,3.0,83,0,1,2.0,0,31.3,0.0,0.0,19.0,28.6,31.3,40.252,0.0
1951,3600530733842,42,Maybelline Instant Anti Age Eraser Concealer 01,37.247,47.9,-1,-14774017,1,0,3.0,83,0,1,2.0,0,31.3,0.0,0.0,19.0,28.6,31.3,40.252,0.0
1952,3600531469481,0,Maybelline Super stay gloss 80,35.7,42.801,-1,-14774017,1,0,6.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,19.89,30.0,35.967,11952.0
1953,3600531469412,0,Maybelline Super Stay Gloss 70,35.7,42.801,-1,-14774017,1,0,3.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,19.89,30.0,35.967,11953.0
1954,3600531469498,42,Maybelline Super Stay Gloss 65,35.7,39.898,-1,-14774017,1,0,0.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,11.76,30.0,33.528,
1955,3600531411138,0,Maybelline Super Stay Gloss 30,35.7,42.801,-1,-14774017,1,0,3.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,19.89,30.0,35.967,
1956,3600531411114,0,Maybelline Super Stay Gloss 20,35.7,42.801,-1,-14774017,1,0,3.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,19.89,30.0,35.967,
1957,3600531579067,0,Maybelline Super Stay Gloss 155,35.7,42.801,-1,-14774017,1,0,3.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,19.89,30.0,35.967,
1958,3600531411183,0,Maybelline Super Stay Gloss 10,35.7,42.801,-1,-14774017,1,0,1.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,19.89,30.0,35.967,11958.0
1959,3600531513436,0,Maybelline Super Stay Gloss 130,35.7,42.801,-1,-14774017,1,0,3.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,19.89,30.0,35.967,
1960,3600531513429,0,Maybelline Super Stay Gloss 125,35.7,42.801,-1,-14774017,1,0,2.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,19.89,30.0,35.967,11960.0
1961,3600531411107,0,Maybelline Super Stay Gloss 15,35.7,42.801,-1,-14774017,1,0,2.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,19.89,30.0,35.967,11961.0
1962,3600531513474,0,Maybelline Super Stay Gloss 118,35.7,42.801,-1,-14774017,1,0,3.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,19.89,30.0,35.967,11962.0
1963,3600531579036,0,Maybelline Super Stay Gloss 140,35.7,42.801,-1,-14774017,1,0,3.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,19.89,30.0,35.967,
1964,3600531513450,0,Maybelline Super Stay Gloss 117,35.7,42.801,-1,-14774017,1,0,3.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,19.89,30.0,35.967,
1965,3600531632410,0,Maybelline Fond de Teint Superstay 30 heurs  ( 21 ),44.03,53.201,-1,-14774017,1,0,1.0,83,0,1,2.0,0,37.0,0.0,0.0,19.0,20.83,37.0,44.707,
1966,3600531632519,0,Maybelline Fond de Teint Superstay 30 heurs  ( 34 ),44.03,53.201,-1,-14774017,1,0,1.0,83,0,1,2.0,0,37.0,0.0,0.0,19.0,20.83,37.0,44.707,
1967,3600531632380,0,Maybelline Fond de Teint Superstay 30 heurs  ( 10 ),44.03,53.201,-1,-14774017,1,0,3.0,83,0,1,2.0,0,37.0,0.0,0.0,19.0,20.83,37.0,44.707,
1968,3600531632458,0,Maybelline Fond de Teint Superstay 30 heurs  ( 28 ),44.03,53.201,-1,-14774017,1,0,3.0,83,0,1,2.0,0,37.0,0.0,0.0,19.0,20.83,37.0,44.707,
1969,3600531647988,0,Maybelline Superstay Concealer 30HS 25,41.65,50.001,-1,-14774017,1,0,3.0,83,0,1,2.0,0,35.0,0.0,0.0,19.0,20.05,35.0,42.018,
1970,3600531647964,0,Maybelline Superstay Concealer 30HS 20,41.65,50.001,-1,-14774017,1,0,3.0,83,0,1,2.0,0,35.0,0.0,0.0,19.0,20.05,35.0,42.018,
1971,3600531647926,0,Maybelline Superstay Concealer 30HS 10,41.65,50.001,-1,-14774017,1,0,3.0,83,0,1,2.0,0,35.0,0.0,0.0,19.0,20.05,35.0,42.018,
1972,30147492,0,Maybelline Super Stay Vinyl Ink Lipstick 95,54.383,65.504,-1,-14774017,1,0,2.0,83,0,1,2.0,0,45.7,0.0,0.0,19.0,20.45,45.7,55.046,
1973,30150065,0,Maybelline Super Stay Vinyl Ink Lipstick 120,54.383,65.504,-1,-14774017,1,0,2.0,83,0,1,2.0,0,45.7,0.0,0.0,19.0,20.45,45.7,55.046,
1974,30152618,0,Maybelline Super Stay Vinyl Ink Lipstick 110,54.383,65.504,-1,-14774017,1,0,3.0,83,0,1,2.0,0,45.7,0.0,0.0,19.0,20.45,45.7,55.046,
1975,30153219,0,Maybelline Super Stay Vinyl Ink Lipstick 35,54.383,65.504,-1,-14774017,1,0,3.0,83,0,1,2.0,0,45.7,0.0,0.0,19.0,20.45,45.7,55.046,
1976,30148116,0,Maybelline Super Stay Vinyl Ink Lipstick 15,54.383,65.504,-1,-14774017,1,0,1.0,83,0,1,2.0,0,45.7,0.0,0.0,19.0,20.45,45.7,55.046,11976.0
1977,3600531453350,0,Maybelline Colossal Kajal Argan Oil Eyeliner,13.685,16.501,-1,-14774017,1,0,1.0,83,0,1,2.0,0,11.5,0.0,0.0,19.0,20.58,11.5,13.867,11977.0
1978,3061376210247,0,Maybelline Colossal Crayon Kajal,14.578,17.5,-1,-14774017,1,0,1.0,83,0,1,2.0,0,12.25,0.0,0.0,19.0,20.05,12.25,14.706,11978.0
1979,3600530730308,0,Maybelline Hyper Precise liquide Noir,34.986,41.903,-1,-14774017,1,0,1.0,83,0,1,2.0,0,29.4,0.0,0.0,19.0,19.77,29.4,35.212,
1980,3600531630317,0,"Maybelline 
Tattoo Brow 36h Meduim",36.325,43.503,-1,-14774017,1,0,2.0,83,0,1,2.0,0,30.525,0.0,0.0,19.0,19.76,30.525,36.557,
1981,3600531630218,0,"Maybelline 
Tattoo Brow 36h SOFT",36.325,43.503,-1,-14774017,1,0,3.0,83,0,1,2.0,0,30.525,0.0,0.0,19.0,19.76,30.525,36.557,
1982,30174115,0,Maybelline Super Stay Ink Crayon À Lèvres 50,31.773,38.001,-1,-14774017,1,0,3.0,83,0,1,2.0,0,26.7,0.0,0.0,19.0,19.6,26.7,31.933,
1983,30174191,0,Maybelline Super Stay Ink Crayon À Lèvres 20,31.773,38.001,-1,-14774017,1,0,2.0,83,0,1,2.0,0,26.7,0.0,0.0,19.0,19.6,26.7,31.933,
1984,30174184,0,Maybelline Super Stay Ink Crayon À Lèvres 15,31.773,38.001,-1,-14774017,1,0,2.0,83,0,1,2.0,0,26.7,0.0,0.0,19.0,19.6,26.7,31.933,
1985,3600531592974,0,"Maybelline Palette 
Nudes Of New York",67.116,80.506,-1,-14774017,1,0,3.0,83,0,1,2.0,0,56.4,0.0,0.0,19.0,19.95,56.4,67.652,
1986,3600531429911,0,Maybelline Palette The Burgundy,67.116,80.506,-1,-14774017,1,0,3.0,83,0,1,2.0,0,56.4,0.0,0.0,19.0,19.95,56.4,67.652,
1987,3600531609726,0,Maybelline  Lifter Gloss 004 silk,35.7,42.901,-1,-14774017,1,0,2.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,20.17,30.0,36.051,
1988,3600531609764,0,Maybelline  Lifter Gloss 002 ice,35.7,42.901,-1,-14774017,1,0,2.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,20.17,30.0,36.051,
1989,3600531609771,0,Maybelline  Lifter Gloss 003 Moon,35.7,42.901,-1,-14774017,1,0,2.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,20.17,30.0,36.051,
1990,3600531609733,0,Maybelline  Lifter Gloss 005 petal,35.7,42.901,-1,-14774017,1,0,3.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,20.17,30.0,36.051,
1991,3600531609719,0,Maybelline  Lifter Gloss 008 Stone,35.7,42.901,-1,-14774017,1,0,2.0,83,0,1,2.0,0,30.0,0.0,0.0,19.0,20.17,30.0,36.051,
1992,8053264516697,1,Mood conditioner Silver Specific Pro 400 ml,15.794,20.5,-1,-14774017,1,0,3.0,48,0,1,2.0,0,14.747,10.0,0.0,19.0,29.8,13.272,17.227,
1993,8718951153400,3,Tahiti Gel douche Orchidé,7.063,7.9,-1,-14774017,1,0,0.0,93,0,1,2.0,0,5.935,0.0,0.0,19.0,11.85,5.935,6.638,0.0
1994,8718951153509,3,Tahiti Gel douche Vanille,7.063,7.9,-1,-14774017,1,0,0.0,93,0,1,2.0,0,5.935,0.0,0.0,19.0,11.85,5.935,6.638,0.0
1995,8718951153165,3,Tahiti Gel douche Bois Vivifiant,7.063,7.9,-1,-14774017,1,0,0.0,93,0,1,2.0,0,5.935,0.0,0.0,19.0,11.85,5.935,6.638,0.0
1996,8718951544413,3,Tahiti Gel douche Citron Huile de Coco,7.063,7.9,-1,-14774017,1,0,0.0,93,0,1,2.0,0,5.935,0.0,0.0,19.0,11.85,5.935,6.638,0.0
1997,8718951544475,3,Tahiti Gel douche Mangue,7.063,7.9,-1,-14774017,1,0,2.0,93,0,1,2.0,0,5.935,0.0,0.0,19.0,11.85,5.935,6.638,0.0
1998,8718951153202,3,Tahiti Gel douche Tiaré,7.063,7.9,-1,-14774017,1,0,3.0,93,0,1,2.0,0,5.935,0.0,0.0,19.0,11.85,5.935,6.638,0.0
1999,8718951263925,3,Tahiti Gel douche Eau de Lotus,7.063,7.9,-1,-14774017,1,0,5.0,93,0,1,2.0,0,5.935,0.0,0.0,19.0,11.85,5.935,6.638,0.0
2000,8718951544505,3,Tahiti Gel douche Lotus huile de coco,7.063,7.9,-1,-14774017,1,0,4.0,93,0,1,2.0,0,5.935,0.0,0.0,19.0,11.85,5.935,6.638,0.0
2001,6281001341123,35,Palmolive Savon 120 g Tender Sensation,3.064,3.7,-1,-14774017,1,0,4.0,94,0,1,2.0,0,2.575,0.0,0.0,19.0,20.75,2.575,3.109,12001.0
2002,6281001341130,35,Palmolive Savon 120 g Moisture care,3.064,3.7,-1,-14774017,1,0,6.0,94,0,1,2.0,0,2.575,0.0,0.0,19.0,20.75,2.575,3.109,12002.0
2003,6281001341147,35,Palmolive Savon 120 g Moisturizing Freshness,3.064,3.7,-1,-14774017,1,0,8.0,94,0,1,2.0,0,2.575,0.0,0.0,19.0,20.75,2.575,3.109,12003.0
2004,6281001341116,35,Palmolive Savon 120 g Balance Softness,3.064,3.7,-1,-14774017,1,0,4.0,94,0,1,2.0,0,2.575,0.0,0.0,19.0,20.75,2.575,3.109,12004.0
2005,6281001341178,35,Palmolive Savon 120 g Herbal Extract,3.064,3.7,-1,-14774017,1,0,8.0,94,0,1,2.0,0,2.575,0.0,0.0,19.0,20.75,2.575,3.109,12005.0
2006,8053264516703,1,Mood shp Silver Specific  400 ml,15.794,17.5,-1,-14774017,1,0,2.0,48,0,1,2.0,0,14.747,10.0,0.0,19.0,10.8,13.272,14.705,
2007,3610340015489,6,Garnier color natural chatin clair N°5,10.514,12.6,-1,-14774017,1,0,7.0,0,0,1,8.0,0,9.5,7.0,0.0,19.0,19.84,8.835,10.588,12007.0
2008,5000146980353,8,Veet Cream Sensitive 100 ML,8.034,12.9,-1,-14774017,1,0,5.0,87,0,1,2.0,0,6.751,0.0,0.0,19.0,60.58,6.751,10.841,12008.0
2009,5000309002601,8,Veet Cream Rose 100 ML,7.984,12.9,-1,-14774017,1,0,11.0,87,0,1,2.0,0,6.709,0.0,0.0,19.0,61.58,6.709,10.84,12009.0
2010,6295120025161,8,Veet Bandes Des Cires P.Sensitive de 10,10.49937,13.003469745,-1,-14774017,1,0,15.0,87,0,1,2.0,0,8.823,0.0,0.0,19.0,23.85,8.823,10.9272855,12010.0
2011,6295120025154,8,Veet Bandes de Cire P.Normal de 10,10.49937,13.003469745,-1,-14774017,1,0,12.0,87,0,1,2.0,0,8.823,0.0,0.0,19.0,23.85,8.823,10.9272855,12011.0
2012,8000836138818,1,Arkemusa shp Olive 500 ml,15.18678,19.59853959,-1,-14774017,1,0,3.0,95,0,1,4.0,0,14.18,10.0,0.0,19.0,29.05,12.762,16.469361,12012.0
2013,8000836138771,1,Arkemusa shp Macadamia 500 ml,15.18678,19.59853959,-1,-14774017,1,0,2.0,95,0,1,4.0,0,14.18,10.0,0.0,19.0,29.05,12.762,16.469361,12013.0
2014,8000836138795,1,Arkemusa shp Jojoba 500 ml,15.18678,19.59853959,-1,-14774017,1,0,4.0,95,0,1,4.0,0,14.18,10.0,0.0,19.0,29.05,12.762,16.469361,12014.0
2015,8000836138757,1,Arkemusa shp Fito Keratin 500 ml,15.18678,19.59853959,-1,-14774017,1,0,6.0,95,0,1,4.0,0,14.18,10.0,0.0,19.0,29.05,12.762,16.469361,12015.0
2016,8000836149722,4,Arkemusa Masque Macadamia 500 ml,15.794037,20.500660026,-1,-14774017,1,0,4.0,95,0,1,4.0,0,14.747,10.0,0.0,19.0,29.8,13.2723,17.2274454,12016.0
2017,8000836149807,4,Arkemusa Masque Olive 500 ml,15.794037,20.500660026,-1,-14774017,1,0,6.0,95,0,1,4.0,0,14.747,10.0,0.0,19.0,29.8,13.2723,17.2274454,12017.0
2018,8000836149760,4,Arkemusa Masque Jojoba 500 ml,15.794037,20.500660026,-1,-14774017,1,0,6.0,95,0,1,4.0,0,14.747,10.0,0.0,19.0,29.8,13.2723,17.2274454,12018.0
2019,8000836149685,4,Arkemusa Masque Fito Keratin 500 ml,15.794037,20.500660026,-1,-14774017,1,0,6.0,95,0,1,4.0,0,14.747,10.0,0.0,19.0,29.8,13.2723,17.2274454,12019.0
2020,5285001951277,0,Eelegance gel hair 250gr BLEU,4.998,5.7996792,-1,-14774017,1,0,12.0,38,0,1,2.0,0,4.2,0.0,0.0,19.0,16.04,4.2,4.87368,12020.0
2021,5285001951222,0,Eelegance gel hair 250gr ROSE,4.998,5.7996792,-1,-14774017,1,0,6.0,38,0,1,2.0,0,4.2,0.0,0.0,19.0,16.04,4.2,4.87368,12021.0
