id,EAN,itemname,updatedate,itemstock,oldbuyprice,oldsellprice,newbuyprice,newsellprice,username,itemid
2898,6192488206099,R.B Kit Coloration 6.66,2024-06-24,5.0,5.97,7.0,5.97,6.9,Admin,1367
2899,6192011812292,Lilas Jumbo 15-25 Confort Max T5,2024-06-25,8.0,28.617,29.9,28.617,31.5,Admin,1034
2900,6192011812285,Lilas Jumbo 9-18 Confort Max T4,2024-06-25,6.0,28.616,29.9,28.616,31.5,Admin,1035
2901,6192011813909,Lilas Couche Jumbo 16+ Confort T6,2024-06-25,2.0,28.616,29.9,28.616,31.5,Admin,1711
2902,8690572775752,A/SHP syoss Renew 7 500ml,2024-06-26,0.0,7.259,8.95,7.259,8.9,Admin,1565
2903,4015000944052,A/SHP Syoss Repair 500 ml,2024-06-26,0.0,7.259,8.95,7.259,8.9,Admin,1567
2904,4005900498144,NIVEA  GEL À RASER DEEP 200ML,2024-06-27,2.0,13.655,17.75,13.655,17.8,Admin,119
2905,08090405,Manche Blinz 1.2,2024-06-27,59.0,1.94,2.5,1.94,3.9,Admin,2344
2906,6192440002394,Jet 7 Gel a raser Fresh sensation 750 ml,2024-06-30,3.0,4.702,5.0,4.702,5.9,Admin,2164
2907,6192440000901,Jet 7 Après/SHP Kératine Végétale 500mL,2024-06-30,5.0,4.748,6.9,4.748,4.9,Admin,2153
2908,6192440002486,A/shp Jet 7 Kertaine de Soie,2024-06-30,9.0,4.748,6.9,4.748,4.9,Admin,2154
2909,6192440000888,JET 7 SHP KERATINE VEGETALE 500ML,2024-06-30,14.0,4.274,6.9,4.274,4.9,Admin,40
2910,6192440000895,JET 7 SHP ALOE VERA MAX 500ML,2024-06-30,8.0,4.274,6.9,4.274,4.9,Admin,41
2911,6192440002479,Jet 7 SHP kératine de soie 500mL,2024-06-30,10.0,4.274,6.9,4.274,4.9,Admin,2152
2912,6192440000925,JET 7 SHP ROSEMARY ACTIVATE 500ML,2024-06-30,6.0,4.274,6.9,4.274,4.9,Admin,39
2913,6192000718307,Sunsilk SHP force briallance 350 ml,2024-06-30,64.0,4.637,5.5,4.637,4.9,Admin,1488
2914,6192000718062,Sunsilk SHP noix de coco 350 ml,2024-06-30,76.0,4.584,5.5,4.584,4.9,Admin,1491
2915,6192000719250,Sunsilk SHP solution 350 ml,2024-06-30,41.0,4.584,5.5,4.584,4.9,Admin,1487
2916,6192000718321,Sunsilk SHP briallance 350 ml,2024-06-30,8.0,4.745,5.5,4.745,4.9,Admin,1489
2917,6192000719151,Sunsilk SHP nourrissante 350 ml,2024-06-30,66.0,4.584,5.5,4.584,4.9,Admin,1490
2918,6192000718369,Sunsilk SHP lisses et soyeux 350 ml,2024-06-30,94.0,4.584,5.5,4.584,4.9,Admin,1492
2919,6192000718246,Sunsilk SHP Antichute  350ml,2024-06-30,42.0,4.584,5.5,4.584,4.9,Admin,1873
2920,6192000718123,Sunsilk SHP Miel 350ml,2024-06-30,174.0,4.584,5.5,4.584,4.9,Admin,1632
2921,6192000718109,Sunsilk SHP Reparation 350 ml,2024-06-30,18.0,4.584,5.5,4.584,4.9,Admin,1486
2922,6192000719373,Sunsilk SHP anti casse 600 ml,2024-06-30,74.0,6.574,7.8,6.574,6.9,Admin,1482
2923,6192000719366,Sunsilk SHP lisses  600 ml,2024-06-30,66.0,6.574,7.8,6.574,6.9,Admin,1485
2924,6192000719342,Sunsilk SHP Anti Péliculaire  600 ml,2024-06-30,72.0,6.574,7.8,6.574,6.9,Admin,1483
2925,6192000719380,Sunsilk SHP Brillance 600 ml,2024-06-30,67.0,6.574,7.8,6.574,6.9,Admin,2104
2926,6192011803108,Lilas Maternité Super De 15,2024-07-02,12.0,3.839,4.5,3.839,4.4,Admin,1022
2927,6192011809353,lilas Lingette Bebe 72 Confort Max Avec Lid,2024-07-02,12.0,4.089,4.9,4.089,5.2,Admin,989
2928,6192011804150,Couche lilas Adulte 15 Large,2024-07-02,9.0,24.593,26.99,24.593,27.5,Admin,979
2929,6192000719595,Pure Line Savon Liquide Huile d'Amande et Fleur D'orange 450mL,2024-07-02,17.0,3.184,3.9,2.682,4.9,Admin,2274
2930,6192000719595,Pure Line Savon Liquide Huile d'Amande et Fleur D'orange 450mL,2024-07-02,41.0,2.682,4.9,2.682,2.9,Admin,2274
2931,6192002403508,Javel Judy 4.5 L,2024-07-02,9.0,2.199,6.1,2.199,5.9,Admin,1279
2932,3610340028557,ELSÉVE OIL REP TOTAL REPAIR 5 300ML,2024-07-03,7.0,19.278,22.2,19.278,22.0,Admin,200
2933,3610340650697,ELSÉVE OIL REP FULL RESIST 300ML,2024-07-03,7.0,20.188,23.2,20.188,23.0,Admin,197
2934,3610340653872,ELSÉVE OIL REP D.L STRAIGHT 300ML,2024-07-03,6.0,20.188,23.2,20.188,23.0,Admin,196
2935,3610340028557,ELSÉVE OIL REP TOTAL REPAIR 5 300ML,2024-07-03,7.0,19.278,22.0,19.278,23.0,Admin,200
2936,3610340017476,ELSÉVE OIL REP H.EXTRA 300ML,2024-07-03,6.0,19.278,22.0,19.278,23.0,Admin,199
2937,6192440002349,JET 7 G.D FLORAL 500ML,2024-07-03,0.0,4.409,5.0,4.409,7.5,Admin,43
2938,6192440002349,JET 7 G.D FLORAL 500ML,2024-07-03,0.0,4.409,7.5,4.409,5.0,Admin,43
2939,6192002403140,Javel Judy 1.5 L,2024-07-04,0.0,2.95,3.5,2.491,3.0,Admin,1252
2940,6192502700176,Balais Sofpince,2024-07-04,24.0,1.185,1.5,1.185,2.0,Admin,1842
2941,6192507800024,Balais concord,2024-07-04,12.0,2.28,2.8,2.28,3.0,Admin,1469
2942,8003510017386,Malizia Gel douche Talc,2024-07-08,6.0,12.138,14.5,9.71,9.99,Admin,1681
2943,6192002408329,Judy Linge Machine bleu 3 L,2024-07-08,2.0,15.0,19.5,15.0,16.0,Admin,2098
2944,6192002408664,Judy Linge 2.6L Lavande Auto,2024-07-08,63.0,16.501,19.5,16.501,17.5,Admin,1635
2945,6192002408558,Judy linge 2.6 L savon auto,2024-07-08,50.0,16.501,19.5,16.501,17.5,Admin,1273
2946,6192002408541,Judy linge 2.6 L Flower auto,2024-07-08,28.0,16.501,19.5,16.501,17.5,Admin,1274
2947,8697926025792,CLASS SHP PROVITAMIN B5 1000ML,2024-07-08,5.0,10.496,12.5,8.996,9.99,Admin,77
2948,8697926025785,CLASS SHP ARGAN OIL 1000ML,2024-07-08,7.0,10.496,12.5,8.996,9.99,Admin,73
2949,8697926025778,CLASS SHP KERATIN  1000ML,2024-07-08,7.0,10.496,12.5,8.996,9.99,Admin,74
2950,8697926025761,CLASS SHP LEMON & MONT  1000ML,2024-07-08,10.0,10.496,12.5,8.996,9.99,Admin,75
2951,8697926025754,CLASS SHP DRAGON FRUIT EXTRACT 1000ML,2024-07-08,9.0,10.496,12.5,8.996,9.99,Admin,76
2952,8697926015458,CLASS MASQUE GARLIC EXTRACT 1000ML,2024-07-08,5.0,13.655,15.0,9.639,9.99,Admin,71
2953,8697926015441,CLASS MASQUE KERATINE 1000ML,2024-07-08,7.0,11.246,12.5,9.639,9.99,Admin,72
2954,8697926015434,CLASS MASQUE ARGAN OIL 1000ML,2024-07-08,5.0,11.246,12.5,9.639,9.99,Admin,70
2955,6192440002356,JET 7 G.D MARINZ 2EN1 500ML,2024-07-08,2.0,4.409,5.0,4.409,5.5,Admin,46
2956,6192440002561,Jet 7 Gel douche Gentel Men,2024-07-08,6.0,4.409,5.0,4.409,5.5,Admin,2166
2957,6192440002318,JET 7 G.D FRUTTI 500ML,2024-07-08,9.0,4.409,5.0,4.409,5.5,Admin,42
2958,6192440002332,JET 7 G.D EXOTIC 500ML,2024-07-08,10.0,4.409,5.0,4.409,5.5,Admin,45
2959,6192440002585,Jet 7 Gel douche Black,2024-07-08,9.0,4.409,5.0,4.409,5.5,Admin,2167
2960,6192440002325,JET 7 G.D CITRUS 500ML,2024-07-08,5.0,4.409,5.0,4.409,5.5,Admin,44
2961,6192465802603,Gel Douche Peche-Abricot 1000mL Zynia,2024-07-08,3.0,6.49,8.5,6.49,7.5,Admin,2280
2962,6192465802580,Gel Douche Pink Trip 1000mL Zynia,2024-07-08,2.0,6.49,8.5,6.49,7.5,Admin,2281
2963,6192440002578,Jet 7 Gel douche Double Black,2024-07-08,2.0,4.409,5.0,4.409,5.5,Admin,2165
2964,8003510025121,Malizia Gel douche Goji berries and flower,2024-07-08,6.0,9.845,14.5,8.86,9.99,Admin,1682
2965,8003510007523,Malizia bain douche 3en1 coconut milk 1l,2024-07-08,3.0,10.317,12.4,9.71,9.99,Admin,2225
2966,8003510004232,Malizia Gel douche Rose,2024-07-08,6.0,12.138,14.5,9.71,9.99,Admin,1677
2967,8003510014286,Malizia Gel douche blackberry,2024-07-08,1.0,9.845,14.5,8.86,9.99,Admin,1678
2968,8003510027996,Malizia bain douche 3en1 BIO aloe&mangolia 1L,2024-07-08,3.0,10.317,12.4,9.71,9.99,Admin,2227
2969,8003510036363,Malizia Bain douche 3en1 AMBER AND ORCHID 1L,2024-07-08,2.0,10.317,14.5,9.71,9.99,Admin,2226
2970,8003510004249,Malizia Gel douche Milk Cream,2024-07-08,5.0,9.845,14.5,8.86,9.99,Admin,1680
2971,8003510032167,Malizia Gel douche Honey And ginger,2024-07-08,4.0,9.845,14.5,8.86,9.99,Admin,1679
2972,3574661700809,LPM GD Abricot & Noisette 650mL,2024-07-08,9.0,12.638,16.5,9.829,9.99,Admin,1647
2973,4005900831675,NIVEA G.D BOOST 250 ML,2024-07-08,4.0,6.929,8.9,6.929,7.9,Admin,90
2974,4005808123834,NIVEA G.D CRÈME SOFT 250 ML,2024-07-08,4.0,6.929,8.9,6.929,7.9,Admin,88
2975,4005900793355,NIVEA G.D WATERLILY 250 ML,2024-07-08,6.0,6.929,8.9,6.929,7.9,Admin,83
2976,3574661381824,LPM CRÉME DE DOUCHE SUBLIMANTE 250ML,2024-07-08,5.0,7.14,9.3,7.14,8.5,Admin,308
2977,4005900730916,NIVEA G.D APRICOT 250 ML,2024-07-08,6.0,6.929,8.9,6.929,7.9,Admin,89
2978,4005900699084,NIVEA G.D LOVE ADVENTURE 250ML,2024-07-08,6.0,6.929,8.9,6.929,7.9,Admin,82
2979,4005900368560,NIVEA G.D PROTECT&CARE 250ML,2024-07-08,5.0,6.987,8.9,6.987,7.9,Admin,85
2980,4005808780914,NIVEA G.D POWER FRESH 250 ML,2024-07-08,5.0,6.929,8.9,6.929,7.9,Admin,84
2981,4005900699367,NIVEA G.D CRÈME ALOÉ 250 ML,2024-07-08,5.0,6.929,8.9,6.929,7.9,Admin,87
2982,4005900699046,NIVEA G.D SENSITIVE 250 ML,2024-07-08,6.0,6.929,8.9,6.929,7.9,Admin,86
2983,4005900833006,NIVEA G.D VITALITY 250 ML,2024-07-08,8.0,6.929,8.9,6.929,7.9,Admin,91
2984,3574661601618,LPM Gel Douche BIO,2024-07-08,3.0,6.53,8.5,6.53,7.5,Admin,710
2985,3574661192871,LPM GD feuille de menthe 200 ml (Gratuit),2024-07-08,2.0,0.001,0.0,6.605,7.5,Admin,705
2986,4005900709356,NIVEA  SHP  2EN1 250ML,2024-07-08,6.0,6.63,8.6,6.63,7.6,Admin,96
2987,4005900495617,NIVEA SHP DEEP 250ML,2024-07-08,7.0,6.63,8.6,6.63,7.6,Admin,98
2988,4005900686084,NIVEA SHP ACTIVE CLEAN 250 ML,2024-07-08,5.0,6.63,8.6,6.63,7.6,Admin,99
2989,3600550153415,DESSANGE SHP NUTRI-EXTRÊME RICHESSE 250ML,2024-07-08,6.0,15.702,20.4,15.702,16.7,Admin,391
2990,3600550274783,DESSANGE SHP EXTRÊME 3 HUILE 250ML,2024-07-08,5.0,15.702,20.4,15.702,16.7,Admin,392
2991,3600550817584,DESSANGE SHP NUTRI EXTRÊME 250ML,2024-07-08,3.0,15.702,20.4,15.702,16.7,Admin,390
2992,6192000502845,Gel Douche Sensea Grenade & Myrtille,2024-07-08,37.0,3.3,4.6,3.3,4.3,Admin,1616
2993,6192000502876,Gel Douche Sensea Huile D'amande & Miel,2024-07-08,8.0,3.7,4.6,3.7,4.3,Admin,1617
2994,6192000502838,Gel Douche Sensea Algues Marines,2024-07-08,50.0,3.3,4.6,3.3,4.3,Admin,1614
2995,6192000502821,Gel Douche Sensea Peche de Vigne,2024-07-08,17.0,3.3,4.6,3.3,4.3,Admin,1615
2996,6192000502869,Gel Douche Sensea Lait de Coco et Miel,2024-07-08,19.0,3.3,4.6,3.3,4.3,Admin,1613
2997,3054080004028,ELSÉVE SHP MULTIVITAMINES 2 EN 1- 250ML,2024-07-08,5.0,10.071,12.0,10.071,11.0,Admin,177
2998,6192488205986,R.B Gel Douche Relaxing 470 ml,2024-07-08,7.0,4.179,5.4,4.179,4.9,Admin,813
2999,6192488205894,R.B Gel Douche energizing,2024-07-08,5.0,4.179,5.4,4.179,4.9,Admin,811
3000,6192488208574,R.B Gel Douche Sweet 470 ml,2024-07-08,8.0,4.179,5.4,4.179,4.9,Admin,817
3001,6192488205870,R.B Gel Douche Tropical 470 ml,2024-07-08,4.0,4.179,5.4,4.179,4.9,Admin,814
3002,6192488208598,R.B Gel Douche Creamy 470 ml,2024-07-08,10.0,4.179,5.4,4.179,4.9,Admin,810
3003,6192488206464,R.B Gel Douche Exotic 470 ml,2024-07-08,11.0,4.179,5.4,4.179,4.9,Admin,816
3004,6192488208673,R.B Gel Douche soft,2024-07-08,4.0,4.179,5.4,4.179,4.9,Admin,1578
3005,6192488208581,R.B Gel Douche Délicious 470 ml,2024-07-08,8.0,4.179,5.4,4.179,4.9,Admin,815
3006,6192488205856,R.B Gel Douche Sensuel 470 ml,2024-07-08,3.0,4.179,5.4,4.179,4.9,Admin,812
3007,8718951153165,Tahiti Gel douche Bois Vivifiant,2024-07-08,3.0,7.063,8.7,7.063,7.9,Admin,1995
3008,8718951544475,Tahiti Gel douche Mangue,2024-07-08,5.0,7.063,8.7,7.063,7.9,Admin,1997
3009,8718951153509,Tahiti Gel douche Vanille,2024-07-08,5.0,7.063,8.7,7.063,7.9,Admin,1994
3010,8718951544505,Tahiti Gel douche Lotus huile de coco,2024-07-08,6.0,7.063,8.7,7.063,7.9,Admin,2000
3011,8718951263925,Tahiti Gel douche Eau de Lotus,2024-07-08,6.0,7.063,8.7,7.063,7.9,Admin,1999
3012,8718951153202,Tahiti Gel douche Tiaré,2024-07-08,5.0,7.063,8.7,7.063,7.9,Admin,1998
3013,8718951544413,Tahiti Gel douche Citron Huile de Coco,2024-07-08,5.0,7.063,8.7,7.063,7.9,Admin,1996
3014,8718951153400,Tahiti Gel douche Orchidé,2024-07-08,5.0,7.063,8.7,7.063,7.9,Admin,1993
3015,6192488205801,R.B shampoo Purifiant 250 ml,2024-07-08,7.0,6.834,8.9,6.834,6.9,Admin,774
3016,6192488205788,R.B Shampoo Fortifiant,2024-07-08,7.0,6.834,8.9,6.834,6.9,Admin,766
3017,6192488205795,R.B Shampoo Protector 250 ml,2024-07-08,5.0,6.834,8.9,6.834,6.9,Admin,772
3018,6192488205771,R.B Shampoo Nutritif 250 ml,2024-07-08,2.0,6.834,8.9,6.834,6.9,Admin,771
3019,3610340655203,ELSÉVE SHP HYALURON 400 ML,2024-07-08,7.0,18.842,21.5,18.842,19.8,Admin,185
3020,3610340023019,ELSÉVE SHP H.EXT CHEVEUX NORMAUX 400ML,2024-07-08,10.0,18.842,21.7,18.842,19.8,Admin,183
3021,3610340653667,ELSÉVE SHP STRAIGHT 72H 400ML,2024-07-08,6.0,18.635,21.5,18.635,19.8,Admin,186
3022,3610340636547,ELSÉVE SHP DREAM LONG 400ML,2024-07-08,5.0,18.842,21.5,18.842,19.8,Admin,181
3023,3610340649691,ELSÉVE SHP ARGININE RESIST 400ML,2024-07-08,8.0,18.842,21.5,18.842,19.8,Admin,180
3024,3610340007071,ELSÉVE SHP COLOR-VIVE  400ML,2024-07-08,10.0,18.842,21.5,18.842,19.8,Admin,182
3025,3610340038075,ELSÉVE SHP H.EXT CHEVEUX SECS 400ML,2024-07-08,6.0,18.842,21.5,18.842,19.8,Admin,184
3026,3610340322389,ELSÉVE SHP TOTAL REPAIR 5 200ML,2024-07-08,6.0,10.071,12.0,10.071,11.0,Admin,178
3027,3610340232473,L'oréal Elsève SHP Filtre Uv - Cheveux Colorés 200mL,2024-07-08,4.0,10.071,12.0,10.071,11.0,Admin,2252
3028,3610340232497,L'oréal Elsève SHP Huile Extraordinaire cheveux Normaux 200mL,2024-07-08,6.0,10.071,12.0,10.071,11.0,Admin,2251
3029,3610340655227,L'oréal Elsève SHP HYALURON 200mL,2024-07-08,9.0,11.046,13.2,11.046,12.0,Admin,2250
3030,3610340636493,ELSÉVE SHP DREAM LONG 200ML,2024-07-08,5.0,10.071,12.0,10.071,11.0,Admin,175
3031,3610340653643,ELSÉVE SHP STRAIGHT 72H 200ML,2024-07-08,5.0,10.071,12.0,10.071,11.0,Admin,179
3032,3610340232503,ELSÉVE SHP H.EXT CHEVEUX SECS 200ML,2024-07-08,9.0,10.071,12.0,10.071,11.0,Admin,176
3033,3610340652745,U.D SHP AVOCAT -KARITÉ 400ML,2024-07-08,5.0,12.941,14.6,12.941,13.9,Admin,8
3034,3610340232411,U.D SHP TRÉSOR DE MIEL 200ML,2024-07-08,7.0,8.257,9.9,8.257,9.2,Admin,3
3035,3610340318481,U.D SHP OLIVE MYTHIQUE 200ML,2024-07-08,6.0,8.257,9.9,8.257,9.2,Admin,2
3036,3610340232381,U.D SHP CAMOMILLE / MIEL DE FLEUR 200ML,2024-07-08,7.0,8.166,9.9,8.166,9.2,Admin,5
3037,3610340652370,U.D SHP CHARBON NOIR ET HUILE DE NIGELLE 200ML,2024-07-08,10.0,8.257,9.9,8.257,9.2,Admin,6
3038,3610340232428,U.D SHP RICIN ET D'AMANDE 200ML,2024-07-08,4.0,8.257,9.9,8.257,9.2,Admin,4
3039,3610340232435,U.D SHP AVOCAT -KARITÉ 200ML,2024-07-08,2.0,8.257,9.9,8.257,9.2,Admin,1
3040,3610340078941,U.D SHP  RICIN ET D'AMANDE 400ML,2024-07-08,9.0,12.941,14.6,12.941,13.9,Admin,11
3041,3610340652356,U.D SHP CHARBON NOIR ET HUILE DE NIGELLE 400ML,2024-07-08,7.0,12.941,14.6,12.941,13.9,Admin,10
3042,3610340033360,U.D SHP TRÉSOR DE MIEL 400ML,2024-07-08,13.0,12.798,14.6,12.798,13.9,Admin,13
3043,3610340027178,U.D SHP OLIVE MYTHIQUE 400ML,2024-07-08,12.0,12.798,14.6,12.798,13.9,Admin,12
3044,3610340652769,U.D SHP CAMOMILLE / MIEL DE FLEUR 400ML,2024-07-08,5.0,12.941,14.6,12.941,13.9,Admin,9
3045,3610340634284,U.D SHP LAIT D'AMANDE NOURRICIE 200ML,2024-07-08,9.0,8.166,9.9,8.166,9.2,Admin,7
3046,8050327680111,Mood Shampo Cell Force 400mL,2024-07-08,3.0,12.15,15.8,12.15,13.2,Admin,1919
3047,8053264516703,Mood Shampoo Silver Specific  400 ml,2024-07-08,3.0,15.794,19.9,15.794,16.8,Admin,2006
3048,8053264516635,Mood Shampo Derma Balance 400mL,2024-07-08,3.0,12.15,15.8,12.15,13.2,Admin,1920
3049,8050327685840,Mood Shampoo Ultra Care Restoring 400ML,2024-07-08,4.0,16.402,19.9,16.402,17.5,Admin,1376
3050,8053264516680,Mood Shampo Intense Repair 400mL,2024-07-08,3.0,12.15,15.8,12.15,13.2,Admin,1918
3051,8050327688124,Mood SHP Keratin Long Hair 400ML,2024-07-08,3.0,16.402,19.9,16.402,17.5,Admin,1381
3052,8053264516703,Mood Shampoo Silver Specific  400 ml,2024-07-08,3.0,15.794,16.8,15.794,17.5,Admin,2006
3053,5285001955046,Elegance Spike Oil Treatement Avocat 875ML,2024-07-08,4.0,10.008,13.0,9.007,9.99,Admin,773
3054,5283022001193,Elegance Hot Oil Cream Aleo Vera 1KG,2024-07-08,5.0,10.008,13.0,9.007,9.99,Admin,770
3055,5283022001179,Elegance Hot Oil Cream Keratine 1KG,2024-07-08,4.0,10.008,13.0,9.007,9.99,Admin,769
3056,5283022020132,Elegance hair oil treatment keratine 875 ml,2024-07-08,6.0,10.0,12.1,9.0,9.99,Admin,2232
3057,5285001955039,Elegance Spike Hair Treatement Honey 875ML,2024-07-08,4.0,10.008,13.0,9.007,9.99,Admin,775
3058,3600551146195,NARTA DEO FEMME PROT 5 200 ML,2024-07-08,11.0,12.317,14.5,12.317,13.5,Admin,483
3059,5000309002601,Veet Cream Rose 100 ML,2024-07-09,9.0,7.984,8.0,7.984,9.5,Admin,2009
3060,5000146980353,Veet Cream Sensitive 100 ML,2024-07-09,12.0,8.034,8.5,8.034,9.5,Admin,2008
3061,5000309002755,Veet Silky fresh 100 ml,2024-07-09,8.0,7.984,8.0,7.984,9.5,Admin,1885
3062,6223000659243,Johnson Gold shp 100 ml,2024-07-09,12.0,10.975,12.0,4.349,5.3,Admin,2375
3063,3574669907903,Johnson Gold 500  ml,2024-07-09,6.0,10.975,12.07,10.975,12.0,Admin,2381
3064,6192409005466,COTONA PAPIER H *4,2024-07-09,36.0,2.0,2.4,2.0,2.5,Admin,1111
3065,6192409005411,Gel Machine auto pink flower 3L,2024-07-09,4.0,11.446,13.7,11.446,13.9,Admin,1042
3066,6192409005428,Dexel gel machine blue flower 3 L,2024-07-09,4.0,11.446,16.0,11.446,13.9,Admin,1046
3067,5000394011458,Duracell AA 1,2024-07-10,0.0,2.632,3.5,2.632,2.95,Admin,2383
3068,5000394011625,Duracell AAA 1,2024-07-10,0.0,2.632,3.5,2.632,2.95,Admin,2382
3069,3574661578361,LPM GD PECHE BLANCHE & NECTAR 250 ml (Gratuit),2024-07-10,0.0,0.001,0.0,5.944,6.0,Admin,733
3070,3574661578361,LPM GD PECHE BLANCHE & NECTAR 250 ml,2024-07-10,0.0,5.944,6.0,5.944,7.5,Admin,733
3071,3574661700526,LPM GD LAIT DE VANILLE,2024-07-10,4.0,6.605,7.8,6.605,7.5,Admin,708
3072,3574661700892,LPM créme de douche lait d'amande douce,2024-07-10,6.0,5.944,7.8,5.944,7.5,Admin,704
3073,5283022021429,Elegance Laque For Women 700ML,2024-07-11,3.0,17.85,23.2,17.85,19.9,Admin,756
3074,5283022021412,Elegance Laque For Men 700ML,2024-07-11,3.0,17.85,23.2,17.85,19.9,Admin,757
3075,8003510002207,INTESA STYLING  500ML,2024-07-11,4.0,10.175,13.2,10.175,11.9,Admin,363
3076,5285001955770,Elegance Laque For Men 400ML,2024-07-11,3.0,10.71,13.7,10.71,12.0,Admin,754
3077,5283022020156,Elegance Laque For Women 400ML,2024-07-11,5.0,10.71,13.7,10.71,12.0,Admin,755
3078,5283022043483,No Limit Deo Femme Lidea,2024-07-11,6.0,5.5,7.1,5.5,6.5,Admin,794
3079,5283022043575,No Limit Deo Femme Bonne Fille,2024-07-11,11.0,5.5,7.1,5.5,6.5,Admin,788
3080,5283022043353,No Limit Deo Femme Lady,2024-07-11,11.0,4.398,5.0,4.398,6.5,Admin,792
3081,5283022043384,No Limit Deo Femme Apple,2024-07-11,7.0,5.5,7.1,5.5,6.5,Admin,786
3082,5283022043407,No Limit Deo Femme Bella,2024-07-11,11.0,5.5,7.1,5.5,6.5,Admin,787
3083,5283022043438,No Limit Deo Femme Cannes,2024-07-11,8.0,5.5,7.1,5.5,6.5,Admin,790
3084,8003510024605,Malizia deo fresh care dry 150 ml,2024-07-11,5.0,8.193,9.5,8.193,9.2,Admin,2222
3085,8003510024575,Malizia deo fresh care original 150 ml,2024-07-11,6.0,8.193,9.5,8.193,9.2,Admin,2221
3086,8003510024582,Malizia Deo fresh care netral 150 ml,2024-07-11,5.0,8.193,9.5,8.193,9.2,Admin,2224
3087,8003510024612,Malizia Deo fresh care talc 150 ml,2024-07-11,18.0,8.193,9.5,8.193,9.2,Admin,2219
3088,8003510024599,Malizia deo fresh care perfetct touch 150 ml,2024-07-11,2.0,8.193,9.5,8.193,9.2,Admin,2220
3089,8003510024568,Malizia Deo fresh care cucumber & green tea 150 ml,2024-07-11,6.0,8.193,9.5,8.193,9.2,Admin,2218
3090,8717644061725,Déodorant Réxona Femme Biorythm 200 ml,2024-07-11,18.0,9.5,12.7,9.5,10.5,Admin,1895
3091,8710447492215,Déodorant Réxona  Femme shower Fresh 200 ml,2024-07-11,28.0,9.5,12.7,9.5,10.5,Admin,1899
3092,8710447492185,Déodorant Réxona Femme Cotton Dry  200 ml,2024-07-11,40.0,9.5,12.7,9.5,10.5,Admin,1898
3093,8710447492222,Déodorant Réxona Femme Tropical 200 ml,2024-07-11,21.0,9.5,12.7,9.5,10.5,Admin,1896
3094,8717163340455,Déodorant Réxona Femme Aloe vera 200 ml,2024-07-11,37.0,9.5,12.7,9.5,10.5,Admin,1897
3095,8720181029363,Axe Déodorant Dark Temptation,2024-07-11,22.0,7.651,8.6,7.651,8.5,Admin,1869
3096,8720181027703,Axe Déodorant  Ice Breaker,2024-07-11,0.0,7.651,9.6,7.651,8.5,Admin,1866
3097,8710908052040,Axe Déodorant  Black Night,2024-07-11,28.0,7.651,8.6,7.651,8.5,Admin,1867
3098,8720181031625,Axe Déodorant Apollo,2024-07-11,35.0,7.649,8.6,7.649,8.5,Admin,2372
3099,8720181028755,Axe Déodorant Excite,2024-07-11,42.0,7.649,8.6,7.649,8.5,Admin,2373
3100,8720181029233,Axe Déodorant  Black Frozen,2024-07-11,36.0,7.651,8.6,7.651,8.5,Admin,1865
3101,8720181027390,Axe Déodorant  You,2024-07-11,27.0,7.651,8.6,7.651,8.5,Admin,1872
3102,8720181030222,Axe Déodorant  Gold Temptation,2024-07-11,37.0,7.651,8.6,7.651,8.5,Admin,1871
3103,8720181032226,Axe Déodorant  Africa,2024-07-11,46.0,7.651,8.6,7.651,8.5,Admin,1868
3104,8003510008469,Déodorant Malizia Aqua,2024-07-11,5.0,7.919,9.5,7.919,8.9,Admin,1687
3105,8003510007509,Déodorant Malizia Sport Energy,2024-07-11,3.0,7.919,9.5,7.919,8.9,Admin,1688
3106,8003510001200,Déodorant Malizia Musk,2024-07-11,10.0,7.919,9.5,7.919,8.9,Admin,1689
3107,8003510001217,Déodorant Malizia vetyver,2024-07-11,4.0,7.919,9.5,7.919,8.9,Admin,1683
3108,8003510007493,Déodorant Malizia Sport Sans alcool,2024-07-11,10.0,7.919,9.5,7.919,8.9,Admin,1684
3109,8003510001729,Déodorant Malizia Amber,2024-07-11,12.0,7.919,9.5,7.919,8.9,Admin,1686
3110,8003510014033,Déodorant Malizia Silver,2024-07-11,6.0,7.919,9.5,7.919,8.9,Admin,1685
3111,4005900371935,NIVEA  DEO FEMME  INVISIBLE FRESH B&W  200ML,2024-07-11,9.0,9.609,11.5,9.609,10.6,Admin,125
3112,4005900034847,NIVEA  DEO FEMME INVISIBLE BLACK & WHITE 200ML,2024-07-11,21.0,9.609,11.5,9.609,10.6,Admin,124
3113,4005808293674,NIVEA  DEO HOMME  DRY IMPACT 200ML,2024-07-11,14.0,9.609,11.5,9.609,10.6,Admin,132
3114,4005900523174,NIVEA  DEO HOMME DEEP DARK WOOD 200ML,2024-07-11,12.0,9.609,11.5,9.609,10.6,Admin,2295
3115,4005900035745,NIVEA  DEO HOMME  INVISIBLE BLACK & WHITE  200ML,2024-07-11,17.0,9.609,11.5,9.609,10.6,Admin,1457
3116,4005900243485,NIVEA  DEO HOMME protect care   200ML,2024-07-11,3.0,9.609,11.5,9.609,10.6,Admin,137
3117,4005900731838,NIVEA  DEO FEMME  INVISIBLE PURE  B&W 200ML,2024-07-11,1.0,9.609,11.5,9.609,10.6,Admin,126
3118,4005900731869,Nivea Deo Women Silky Smooth 200mL,2024-07-11,11.0,9.609,11.5,9.609,10.6,Admin,2292
